dep,nom_dep,code_circo,numero,prenom,nom,sexe,code_nuance,nuance,sortante
035,Ille-et-Vilaine,035-02,10,Sofia,BEN LAHCEN,femme,DIV,Divers,false
035,Ille-et-Vilaine,035-03,1,Matthieu,PLOQUIN,homme,DIV,Divers,false
035,Ille-et-Vilaine,035-03,2,Astrid,PRUNIER,femme,RN,Rassemblement National,false
035,Ille-et-Vilaine,035-03,3,David,MERLIERE,homme,REC,Reconquête !,false
035,Ille-et-Vilaine,035-03,4,Mélina,PARMENTIER,femme,LR,Les Républicains,false
035,Ille-et-Vilaine,035-03,5,Céline,BRETEL,femme,ECO,Ecologistes,false
035,Ille-et-Vilaine,035-03,6,Jean-Louis,AMISSE,homme,DXG,Divers extrême gauche,false
035,Ille-et-Vilaine,035-03,7,Karim,FARAH,homme,DIV,Divers,false
035,Ille-et-Vilaine,035-03,8,Mathieu,GUIHARD,homme,REG,Régionaliste,false
035,Ille-et-Vilaine,035-03,9,Christophe,MARTINS,homme,ENS,Ensemble ! (Majorité présidentielle),false
035,Ille-et-Vilaine,035-03,10,Claudia,ROUAUX,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,true
035,Ille-et-Vilaine,035-04,1,Mathilde,HIGNET,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
035,Ille-et-Vilaine,035-04,2,Jocelyne,DEVRIENDT,femme,REG,Régionaliste,false
035,Ille-et-Vilaine,035-04,3,Valérie,OLIVIÉRO,femme,DSV,Droite souverainiste,false
035,Ille-et-Vilaine,035-04,4,Christian,LOHYN,homme,DXG,Divers extrême gauche,false
035,Ille-et-Vilaine,035-04,5,Sarah,TETAUD,femme,ECO,Ecologistes,false
035,Ille-et-Vilaine,035-04,6,Gabriel,ORAIN,homme,RN,Rassemblement National,false
035,Ille-et-Vilaine,035-04,7,Anne,PATAULT,femme,ENS,Ensemble ! (Majorité présidentielle),false
035,Ille-et-Vilaine,035-04,8,Sandra,CHIRAZI,femme,DXG,Divers extrême gauche,false
035,Ille-et-Vilaine,035-04,9,Mireille,BLEIVAS,femme,REC,Reconquête !,false
035,Ille-et-Vilaine,035-04,10,Gil,DESMOULIN,homme,DVG,Divers gauche,false
035,Ille-et-Vilaine,035-04,11,Céline,BLATERON,femme,REG,Régionaliste,false
035,Ille-et-Vilaine,035-04,12,Ludovic,HAUTIER,homme,DIV,Divers,false
035,Ille-et-Vilaine,035-04,13,Jacques,FRANÇOIS,homme,LR,Les Républicains,false
035,Ille-et-Vilaine,035-05,1,Gilles,RENAULT,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
035,Ille-et-Vilaine,035-05,2,Pamela,DELINE,femme,DIV,Divers,false
035,Ille-et-Vilaine,035-05,3,Marie,DE BLIC,femme,REC,Reconquête !,false
035,Ille-et-Vilaine,035-05,4,Michel,AUSTERLITZ,homme,DVG,Divers gauche,false
035,Ille-et-Vilaine,035-05,5,Jonathan,HOUILLOT,homme,LR,Les Républicains,false
035,Ille-et-Vilaine,035-05,6,Christine,LE NABOUR-CLOAREC,femme,ENS,Ensemble ! (Majorité présidentielle),false
035,Ille-et-Vilaine,035-05,7,Françoise,GILOIS,femme,RN,Rassemblement National,false
035,Ille-et-Vilaine,035-05,8,Christelle,JARNY,femme,DXG,Divers extrême gauche,false
035,Ille-et-Vilaine,035-05,9,Marion,STUBERT,femme,ECO,Ecologistes,false
035,Ille-et-Vilaine,035-05,10,Denis,BEAURAIN,homme,DSV,Droite souverainiste,false
035,Ille-et-Vilaine,035-06,1,Hélène,MOCQUARD,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
035,Ille-et-Vilaine,035-06,2,Nolwenn,FLOCH,femme,DIV,Divers,false
035,Ille-et-Vilaine,035-06,3,Thierry,BENOIT,homme,ENS,Ensemble ! (Majorité présidentielle),true
035,Ille-et-Vilaine,035-06,4,Adrien,AUBRÉE,homme,ECO,Ecologistes,false
035,Ille-et-Vilaine,035-06,5,Maricela,MURGEANU,femme,REG,Régionaliste,false
035,Ille-et-Vilaine,035-06,6,Tangi,MARION,homme,LR,Les Républicains,false
035,Ille-et-Vilaine,035-06,7,Emilie,BECHADERGUE,femme,REC,Reconquête !,false
035,Ille-et-Vilaine,035-06,8,Gilles,PENNELLE,homme,RN,Rassemblement National,false
035,Ille-et-Vilaine,035-06,9,Ludovic,HUBERT,homme,DXG,Divers extrême gauche,false
035,Ille-et-Vilaine,035-06,10,Dominique,ANDRÉ,femme,DSV,Droite souverainiste,false
035,Ille-et-Vilaine,035-07,1,Ismaïl,BEN LAHCEN,homme,DIV,Divers,false
035,Ille-et-Vilaine,035-07,2,Leïla,ROSENSTECH,femme,REC,Reconquête !,false
035,Ille-et-Vilaine,035-07,3,Jean-Luc,BOURGEAUX,homme,LR,Les Républicains,true
035,Ille-et-Vilaine,035-07,4,Stéphane,PÉAN,homme,DIV,Divers,false
035,Ille-et-Vilaine,035-07,5,Julien,DELCOURT,homme,DIV,Divers,false
035,Ille-et-Vilaine,035-07,6,Christophe,FICHET,homme,DVC,Divers centre,false
035,Ille-et-Vilaine,035-07,7,Raoul,KUCZYK,homme,DIV,Divers,false
035,Ille-et-Vilaine,035-07,8,Étienne,GRUENAIS,homme,REG,Régionaliste,false
035,Ille-et-Vilaine,035-07,9,Anne,LE GAGNE,femme,ENS,Ensemble ! (Majorité présidentielle),false
035,Ille-et-Vilaine,035-07,10,Nicolas,GUIVARC'H,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
035,Ille-et-Vilaine,035-07,11,Claude,BÉQUIGNON,femme,DSV,Droite souverainiste,false
035,Ille-et-Vilaine,035-07,12,Dylan,LEMOINE,homme,RN,Rassemblement National,false
035,Ille-et-Vilaine,035-07,13,Marie-Thérèse,DRELON,femme,ECO,Ecologistes,false
035,Ille-et-Vilaine,035-07,14,Jean-Michel,GROISIER,homme,DXG,Divers extrême gauche,false
035,Ille-et-Vilaine,035-07,15,Eliane,LECLERCQ,femme,REG,Régionaliste,false
035,Ille-et-Vilaine,035-07,16,Edouard,DESCOTTES,homme,DXG,Divers extrême gauche,false
035,Ille-et-Vilaine,035-07,17,Nelly,FERRIAULT,femme,DIV,Divers,false
035,Ille-et-Vilaine,035-08,1,Rodolphe,LLAVORI,homme,DVG,Divers gauche,false
035,Ille-et-Vilaine,035-08,2,Mickaël,BOULOUX,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
035,Ille-et-Vilaine,035-08,3,Fabrice,LUCAS,homme,DXG,Divers extrême gauche,false
035,Ille-et-Vilaine,035-08,4,Jean-Pierre,NICOLAS,homme,DSV,Droite souverainiste,false
035,Ille-et-Vilaine,035-08,5,Sébastien,ALLIX,homme,DVG,Divers gauche,false
035,Ille-et-Vilaine,035-08,6,Régis,BARBIÉ DE PRÉAUDEAU,homme,REC,Reconquête !,false
035,Ille-et-Vilaine,035-08,7,Karol,DOLU,femme,REG,Régionaliste,false
035,Ille-et-Vilaine,035-08,8,Marvin,LEROUX,homme,DXG,Divers extrême gauche,false
035,Ille-et-Vilaine,035-08,9,Guillaume,GOMEZ,homme,ECO,Ecologistes,false
035,Ille-et-Vilaine,035-08,10,Maël,TOURNADE,homme,LR,Les Républicains,false
035,Ille-et-Vilaine,035-08,11,Kamel,ELAHIAR,homme,DIV,Divers,false
035,Ille-et-Vilaine,035-08,12,Joël,LE GALL,homme,REG,Régionaliste,false
035,Ille-et-Vilaine,035-08,13,Florian,BACHELIER,homme,ENS,Ensemble ! (Majorité présidentielle),true
035,Ille-et-Vilaine,035-08,14,Marianne,LOOTEN,femme,RN,Rassemblement National,false
036,Indre,036-01,1,Sandrine,FELDER,femme,REC,Reconquête !,false
036,Indre,036-01,2,Véronique,GÉLINAUD,femme,DXG,Divers extrême gauche,false
036,Indre,036-01,3,Éloïse,GONZALEZ,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
036,Indre,036-01,4,Claudine,GIBAULT,femme,DVD,Divers droite,false
036,Indre,036-01,5,François,JOLIVET,homme,ENS,Ensemble ! (Majorité présidentielle),true
036,Indre,036-01,6,Alix,FRUCHON,femme,LR,Les Républicains,false
036,Indre,036-01,7,Mylène,WUNSCH,femme,RN,Rassemblement National,false
036,Indre,036-01,8,Camélia,BOISSOU,femme,ECO,Ecologistes,false
036,Indre,036-02,1,Jean Michel,PÉROUX,homme,REC,Reconquête !,false
036,Indre,036-02,2,Roland,CASH,homme,ECO,Ecologistes,false
036,Indre,036-02,3,Aymeric,COMPAIN,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
036,Indre,036-02,4,Damien,MERCIER,homme,DXG,Divers extrême gauche,false
036,Indre,036-02,5,Annie,BERTHAULT-KORZHYK,femme,DSV,Droite souverainiste,false
036,Indre,036-02,6,Alexandra,BOTTON,femme,DVD,Divers droite,false
036,Indre,036-02,7,Fabien,THIRION,homme,RN,Rassemblement National,false
036,Indre,036-02,8,Sophie,GUERIN,femme,ENS,Ensemble ! (Majorité présidentielle),false
036,Indre,036-02,9,Nicolas,FORISSIER,homme,LR,Les Républicains,true
037,Indre-et-Loire,037-01,1,François,DUCAMP,homme,RN,Rassemblement National,false
037,Indre-et-Loire,037-01,2,Olivier,LEBRETON,homme,LR,Les Républicains,false
037,Indre-et-Loire,037-01,3,Philippe,CHALUMEAU,homme,ENS,Ensemble ! (Majorité présidentielle),true
037,Indre-et-Loire,037-01,4,Bertrand,ROUZIER,homme,ECO,Ecologistes,false
037,Indre-et-Loire,037-01,5,Thomas,JOUHANNAUD,homme,DXG,Divers extrême gauche,false
037,Indre-et-Loire,037-01,6,Sophie,DE LANOUVELLE,femme,REC,Reconquête !,false
037,Indre-et-Loire,037-01,7,Charles,FOURNIER,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
037,Indre-et-Loire,037-01,8,Stéphanie,MOREAU,femme,ECO,Ecologistes,false
037,Indre-et-Loire,037-01,9,Inès,LAURENT,femme,DVC,Divers centre,false
037,Indre-et-Loire,037-02,1,Daniel,LABARONNE,homme,ENS,Ensemble ! (Majorité présidentielle),true
037,Indre-et-Loire,037-02,2,Christelle,GOBERT,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
037,Indre-et-Loire,037-02,3,Angélique,DELAHAYE,femme,DVD,Divers droite,false
037,Indre-et-Loire,037-02,4,Christophe,GUESTAULT,homme,RN,Rassemblement National,false
037,Indre-et-Loire,037-02,5,Dominique,DAILLET,homme,REC,Reconquête !,false
037,Indre-et-Loire,037-02,6,Anne,BRUNET,femme,DXG,Divers extrême gauche,false
037,Indre-et-Loire,037-02,7,Christophe,LANNOY,homme,ECO,Ecologistes,false
037,Indre-et-Loire,037-02,8,Svetlana,NICOLAEFF,femme,LR,Les Républicains,false
037,Indre-et-Loire,037-03,1,Irène,PROTIN,femme,RN,Rassemblement National,false
037,Indre-et-Loire,037-03,2,Christophe,LEGENDRE,homme,DXG,Divers extrême gauche,false
037,Indre-et-Loire,037-03,3,Sophie,MÉTADIER,femme,UDI,Union des Démocrates et des Indépendants,true
037,Indre-et-Loire,037-03,4,Naima,SCHULTZ,femme,DSV,Droite souverainiste,false
037,Indre-et-Loire,037-03,5,Maria,LOIRE,femme,ECO,Ecologistes,false
037,Indre-et-Loire,037-03,6,Sylvie,PATTE,femme,REC,Reconquête !,false
037,Indre-et-Loire,037-03,7,Roxane,SIRVEN,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
037,Indre-et-Loire,037-03,8,Henri,ALFANDARI,homme,ENS,Ensemble ! (Majorité présidentielle),false
037,Indre-et-Loire,037-03,9,Morgane,LECHEVALIER,femme,DIV,Divers,false
037,Indre-et-Loire,037-03,10,Claire,DELORE,femme,DXG,Divers extrême gauche,false
037,Indre-et-Loire,037-04,1,Caroline,DEFORGE,femme,ECO,Ecologistes,false
037,Indre-et-Loire,037-04,2,Francis,CHAMBERS,homme,DIV,Divers,false
037,Indre-et-Loire,037-04,3,Laurent,BAUMEL,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
037,Indre-et-Loire,037-04,4,Jean-François,BELLANGER,homme,RN,Rassemblement National,false
037,Indre-et-Loire,037-04,5,Jacques,MASSET,homme,ECO,Ecologistes,false
037,Indre-et-Loire,037-04,6,Nesrine,BEN LAHCEN,femme,DIV,Divers,false
037,Indre-et-Loire,037-04,7,Olivier,DE LA FERTÉ,homme,REC,Reconquête !,false
037,Indre-et-Loire,037-04,8,Kévin,GARDEAU,homme,DXG,Divers extrême gauche,false
037,Indre-et-Loire,037-04,9,Fabienne,COLBOC,femme,ENS,Ensemble ! (Majorité présidentielle),true
037,Indre-et-Loire,037-04,10,Sophie,LAGRÉE,femme,LR,Les Républicains,false
037,Indre-et-Loire,037-05,1,Christine,DELARUE,femme,DXG,Divers extrême gauche,false
037,Indre-et-Loire,037-05,2,Charles,GIRARDIN,homme,ECO,Ecologistes,false
037,Indre-et-Loire,037-05,3,Fabrice,BOIGARD,homme,LR,Les Républicains,false
037,Indre-et-Loire,037-05,4,Bruno,JULIEN,homme,REC,Reconquête !,false
037,Indre-et-Loire,037-05,5,Émilien,COUSIN HAMELAL,homme,ECO,Ecologistes,false
037,Indre-et-Loire,037-05,6,Sabine,THILLAYE,femme,ENS,Ensemble ! (Majorité présidentielle),true
037,Indre-et-Loire,037-05,7,Patrick,MARTINEZ,homme,DVD,Divers droite,false
037,Indre-et-Loire,037-05,8,Françoise Jeanne Renée,DESMARES LANGLADE,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
037,Indre-et-Loire,037-05,9,Ambre,LOUISIN,femme,RN,Rassemblement National,false
038,Isère,038-01,1,Rémi,ADAM,homme,DXG,Divers extrême gauche,false
038,Isère,038-01,2,Olivier,VÉRAN,homme,ENS,Ensemble ! (Majorité présidentielle),false
038,Isère,038-01,3,Aurore,MEYRIEUX,femme,RN,Rassemblement National,false
038,Isère,038-01,4,François-Marie,PERIER,homme,ECO,Ecologistes,false
038,Isère,038-01,5,Agnese,PIGNATARO,femme,ECO,Ecologistes,false
038,Isère,038-01,6,Marine,CHIABERTO,femme,REC,Reconquête !,false
038,Isère,038-01,7,Brigitte,BOER,femme,LR,Les Républicains,false
038,Isère,038-01,8,Bruno,LAFEUILLE,homme,DSV,Droite souverainiste,false
038,Isère,038-01,9,Salomé,ROBIN,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
038,Isère,038-02,1,Cyrielle,CHATELAIN,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
038,Isère,038-02,2,Grégory,MANOUKIAN,homme,ECO,Ecologistes,false
038,Isère,038-02,3,Muriel,BURGAZ,femme,REC,Reconquête !,false
038,Isère,038-02,4,Maxence,MORAND,homme,REG,Régionaliste,false
038,Isère,038-02,5,Carole,CONDAT,femme,DVG,Divers gauche,false
038,Isère,038-02,6,Mohamed,GAFSI,homme,ECO,Ecologistes,false
038,Isère,038-02,7,Jérôme,RUBES,homme,COM,Parti communiste français,false
038,Isère,038-02,8,Chantal,GOMEZ,femme,DXG,Divers extrême gauche,false
038,Isère,038-02,9,Jean-Charles,COLAS-ROY,homme,ENS,Ensemble ! (Majorité présidentielle),true
038,Isère,038-02,10,Clhoé,BAILLY,femme,RN,Rassemblement National,false
038,Isère,038-02,11,Fabienne,SARRAT,femme,LR,Les Républicains,false
038,Isère,038-02,12,David,OLIVIER,homme,ECO,Ecologistes,false
038,Isère,038-03,1,Catherine,BRUN,femme,DXG,Divers extrême gauche,false
038,Isère,038-03,2,Élisa,MARTIN,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
038,Isère,038-03,3,Sandra,KRIEF,femme,ECO,Ecologistes,false
038,Isère,038-03,4,Clément,CHAPPET,homme,LR,Les Républicains,false
038,Isère,038-03,5,Lucie,TIVOLLE,femme,REC,Reconquête !,false
038,Isère,038-03,6,Isabelle,JIMENEZ DEBEZE,femme,ECO,Ecologistes,false
038,Isère,038-03,7,Romain,EDWIGE,homme,DXG,Divers extrême gauche,false
038,Isère,038-03,8,Emilie,CHALAS,femme,ENS,Ensemble ! (Majorité présidentielle),true
038,Isère,038-03,9,Christel,DUPRÉ,femme,RN,Rassemblement National,false
038,Isère,038-03,10,Stéphane,GEMMANI,homme,ECO,Ecologistes,false
038,Isère,038-04,1,Fanny,LACROIX,femme,ENS,Ensemble ! (Majorité présidentielle),false
038,Isère,038-04,2,Quentin,JEULIN,homme,DSV,Droite souverainiste,false
038,Isère,038-04,3,Yves,GERIN-MOMBRUN,homme,DXG,Divers extrême gauche,false
038,Isère,038-04,4,Marie-Noëlle,BATTISTEL,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,true
038,Isère,038-04,5,Isabelle,OLIVIER,femme,REC,Reconquête !,false
038,Isère,038-04,6,Michaël,KRAEMER,homme,DVD,Divers droite,false
038,Isère,038-04,7,Olivier,GUYOT,homme,RN,Rassemblement National,false
038,Isère,038-04,8,Josiane,HIREL,femme,ECO,Ecologistes,false
038,Isère,038-04,9,Jean-Alain,ZIEGLER,homme,DXG,Divers extrême gauche,false
038,Isère,038-05,1,Anna,KOLMAKOVA,femme,DSV,Droite souverainiste,false
038,Isère,038-05,2,Quentin,FERES,homme,REC,Reconquête !,false
038,Isère,038-05,3,Frédéric,ROSSET,homme,ECO,Ecologistes,false
038,Isère,038-05,4,Jérémie,IORDANOFF,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
038,Isère,038-05,5,Fabienne-Claire,LEAL,femme,ECO,Ecologistes,false
038,Isère,038-05,6,Françoise,LECROQ,femme,DXG,Divers extrême gauche,false
038,Isère,038-05,7,Jérôme,SANTANA,homme,RN,Rassemblement National,false
038,Isère,038-05,8,Nathalie,HELLER,femme,ECO,Ecologistes,false
038,Isère,038-05,9,Christine,TULIPE,femme,DXG,Divers extrême gauche,false
038,Isère,038-05,10,Frédéric,VERGEZ,homme,DVG,Divers gauche,false
038,Isère,038-05,11,Florence,JAY,femme,ENS,Ensemble ! (Majorité présidentielle),false
038,Isère,038-06,1,Denise,GOMEZ,femme,DXG,Divers extrême gauche,false
038,Isère,038-06,2,Sylvie,HOLTZ,femme,DSV,Droite souverainiste,false
038,Isère,038-06,3,Annick,MERLE,femme,LR,Les Républicains,false
038,Isère,038-06,4,Alexis,JOLLY,homme,RN,Rassemblement National,false
038,Isère,038-06,5,Cendra,MOTIN,femme,ENS,Ensemble ! (Majorité présidentielle),true
038,Isère,038-06,6,Elyas,MAURAD,homme,DVG,Divers gauche,false
038,Isère,038-06,7,Amélie,JULLIEN,femme,REC,Reconquête !,false
038,Isère,038-06,8,Nicole,FINAS-FILLON,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
038,Isère,038-07,1,Yannick,NEUDER,homme,LR,Les Républicains,false
038,Isère,038-07,2,Estelle,MEILLIER,femme,ECO,Ecologistes,false
038,Isère,038-07,3,Paulette,ROURE,femme,DSV,Droite souverainiste,false
038,Isère,038-07,4,Pascale,PRUVOST,femme,ENS,Ensemble ! (Majorité présidentielle),false
038,Isère,038-07,5,Hugo,GAGNIEU,homme,REC,Reconquête !,false
038,Isère,038-07,6,Bruno,PERRODIN,homme,DXG,Divers extrême gauche,false
038,Isère,038-07,7,Alexandre,MOULIN-COMTE,homme,RN,Rassemblement National,false
038,Isère,038-07,8,Odile,GITTON,femme,DIV,Divers,false
038,Isère,038-07,9,Dominique,DICHARD,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
038,Isère,038-07,10,Pietro Roberto,LILLO,homme,DVG,Divers gauche,false
038,Isère,038-08,1,Jacques,LACAILLE,homme,DXG,Divers extrême gauche,false
038,Isère,038-08,2,Benoit,AUGUSTE,homme,RN,Rassemblement National,false
038,Isère,038-08,3,Jean-Claude,LASSALLE,homme,LR,Les Républicains,false
038,Isère,038-08,4,Eloïc,DUFOUR,homme,ECO,Ecologistes,false
038,Isère,038-08,5,Thibaut,MONNIER,homme,REC,Reconquête !,false
038,Isère,038-08,6,Quentin,DOGON,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
038,Isère,038-08,7,Jean-Louis,GOUJON,homme,DSV,Droite souverainiste,false
038,Isère,038-08,8,Caroline,ABADIE,femme,ENS,Ensemble ! (Majorité présidentielle),true
038,Isère,038-09,1,Bruno,GATTAZ,homme,LR,Les Républicains,false
038,Isère,038-09,2,Elodie,JACQUIER-LAFORGE,femme,ENS,Ensemble ! (Majorité présidentielle),true
038,Isère,038-09,3,Sandrine,SEROR,femme,REC,Reconquête !,false
038,Isère,038-09,4,Sandrine,NOSBÉ,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
038,Isère,038-09,5,Cécile,BÈNE,femme,RN,Rassemblement National,false
038,Isère,038-09,6,Odile,ROSEMBERG,femme,DSV,Droite souverainiste,false
038,Isère,038-09,7,Anaëlle,TADDEI,femme,ECO,Ecologistes,false
038,Isère,038-09,8,Claude,DETROYAT,femme,DXG,Divers extrême gauche,false
038,Isère,038-09,9,Guillaume,ROURE,homme,DIV,Divers,false
038,Isère,038-10,1,Allan,BRUNON,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
038,Isère,038-10,2,Elodie,JAMMOT SCHWANDER,femme,DVG,Divers gauche,false
038,Isère,038-10,3,Estelle,MERINO,femme,ECO,Ecologistes,false
038,Isère,038-10,4,Aurélien,LEPRETRE,homme,LR,Les Républicains,false
038,Isère,038-10,5,Mounir,ZOUAGHA,homme,DVG,Divers gauche,false
038,Isère,038-10,6,Pierre,LEVIAUX,homme,DVG,Divers gauche,false
038,Isère,038-10,7,Stéphane,BLANCHON,homme,REC,Reconquête !,false
038,Isère,038-10,8,Marjolaine,MEYNIER-MILLEFERT,femme,ENS,Ensemble ! (Majorité présidentielle),true
038,Isère,038-10,9,Ariane,DUPONT,femme,ECO,Ecologistes,false
038,Isère,038-10,10,Amélie,HULARD,femme,REG,Régionaliste,false
038,Isère,038-10,11,Nathalie,GERMAIN,femme,RN,Rassemblement National,false
038,Isère,038-10,12,Serge,COMPAGNON,homme,DSV,Droite souverainiste,false
038,Isère,038-10,13,Clément,BORDES,homme,DXG,Divers extrême gauche,false
039,Jura,039-01,1,Benjamin,MARRAUD DES GROTTES,homme,LR,Les Républicains,false
039,Jura,039-01,2,Danielle,BRULEBOIS,femme,ENS,Ensemble ! (Majorité présidentielle),true
039,Jura,039-01,3,Anthony,BRONDEL,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
039,Jura,039-01,4,Thomas,BOUHALI,homme,RN,Rassemblement National,false
039,Jura,039-01,5,Thierry,PERRET,homme,REC,Reconquête !,false
039,Jura,039-01,6,Johanne,MOREL,femme,DXG,Divers extrême gauche,false
039,Jura,039-02,1,Marie-Christine,DALLOZ,femme,LR,Les Républicains,true
039,Jura,039-02,2,Jérôme,LINDA,homme,DVD,Divers droite,false
039,Jura,039-02,3,Delphine,GALLOIS JOBEZ,femme,ENS,Ensemble ! (Majorité présidentielle),false
039,Jura,039-02,4,Evelyne,TERNANT,femme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
039,Jura,039-02,5,Nathalie,DESSEIGNE,femme,DSV,Droite souverainiste,false
039,Jura,039-02,6,Christian,MARCHET,homme,DXG,Divers extrême gauche,false
039,Jura,039-02,7,Louis,MARINO,homme,DVD,Divers droite,false
039,Jura,039-02,8,Nicolas,DE KEERSMACKER,homme,REC,Reconquête !,false
039,Jura,039-02,9,Garance,HOUTHOOFD,femme,RN,Rassemblement National,false
039,Jura,039-03,1,Nathalie,BLAISE,femme,REC,Reconquête !,false
039,Jura,039-03,2,Hervé,PRAT,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
039,Jura,039-03,3,Médéric,CHAPITAUX,homme,DVC,Divers centre,false
039,Jura,039-03,4,Aurore,VUILLEMIN-PLANÇON,femme,RN,Rassemblement National,false
039,Jura,039-03,5,Anne,PILLOY,femme,DSV,Droite souverainiste,false
039,Jura,039-03,6,Justine,GRUET,femme,LR,Les Républicains,false
039,Jura,039-03,7,Anne-Colette,PROST,femme,ENS,Ensemble ! (Majorité présidentielle),false
039,Jura,039-03,8,Rim,EL MEZOUGHI,femme,DVG,Divers gauche,false
039,Jura,039-03,9,Dominique,REVOY,femme,DXG,Divers extrême gauche,false
040,Landes,040-01,1,Sébastien,CAZAUBON,homme,DVC,Divers centre,false
040,Landes,040-01,2,Daniel,LARGE,homme,DVG,Divers gauche,false
040,Landes,040-01,3,Michel,DUFAY,homme,RN,Rassemblement National,false
040,Landes,040-01,4,Laurent,MARTIN,homme,DSV,Droite souverainiste,false
040,Landes,040-01,5,Geneviève,DARRIEUSSECQ,femme,ENS,Ensemble ! (Majorité présidentielle),false
040,Landes,040-01,6,Marie-Christine,HARAMBAT,femme,LR,Les Républicains,false
040,Landes,040-01,7,Guy,DE BARBEYRAC,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
040,Landes,040-01,8,Stéphane,DAVID,homme,REC,Reconquête !,false
040,Landes,040-01,9,Jwanakan,DOBAT,homme,ECO,Ecologistes,false
040,Landes,040-01,10,Jean-Claude,BON,homme,DXG,Divers extrême gauche,false
040,Landes,040-01,11,Jean-Jacques,DUBREUIL,homme,REG,Régionaliste,false
040,Landes,040-02,1,Christian,LAFFONT,homme,DVD,Divers droite,false
040,Landes,040-02,2,Lionel,CAUSSE,homme,ENS,Ensemble ! (Majorité présidentielle),true
040,Landes,040-02,3,Véronique,RIVOIRE,femme,RN,Rassemblement National,false
040,Landes,040-02,4,Dominique,LECUONA,femme,REG,Régionaliste,false
040,Landes,040-02,5,Sophie,DE BROSSES,femme,DVC,Divers centre,false
040,Landes,040-02,6,Jean-Marc,LESPADE,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
040,Landes,040-02,7,Jean-Pierre,ETCHOIMBORDE,homme,DSV,Droite souverainiste,false
040,Landes,040-02,8,Muriel,LOUBET,femme,REC,Reconquête !,false
040,Landes,040-02,9,Pascal,DEMANGEOT,homme,DXG,Divers extrême gauche,false
040,Landes,040-02,10,Marc,VERNIER,homme,LR,Les Républicains,false
040,Landes,040-02,11,Jonathan,HARENG,homme,ECO,Ecologistes,false
040,Landes,040-03,1,Boris,VALLAUD,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,true
040,Landes,040-03,2,Carole,VOUTAZ,femme,DXG,Divers extrême gauche,false
040,Landes,040-03,3,Jean-Francois,BROQUÈRES,homme,ENS,Ensemble ! (Majorité présidentielle),false
040,Landes,040-03,4,Sylvie,FRANCESCHINI,femme,RN,Rassemblement National,false
040,Landes,040-03,5,Daniel,HURIEZ,homme,DXG,Divers extrême gauche,false
040,Landes,040-03,6,Matèu,RICHARD,homme,REG,Régionaliste,false
040,Landes,040-03,7,Isabelle,DU BREUIL HELION DE LA GUÉRONNIÈRE,femme,REC,Reconquête !,false
040,Landes,040-03,8,Marion,BERGINIAT,femme,LR,Les Républicains,false
040,Landes,040-03,9,Christelle,LASSORT,femme,DVC,Divers centre,false
041,Loir-et-Cher,041-01,1,Michel,CHASSIER,homme,RN,Rassemblement National,false
041,Loir-et-Cher,041-01,2,Fabienne,POMI,femme,ECO,Ecologistes,false
041,Loir-et-Cher,041-01,3,Hervé,MESNAGER,homme,RDG,Parti radical de gauche,false
041,Loir-et-Cher,041-01,4,Alain,LOMBARD,homme,DXG,Divers extrême gauche,false
041,Loir-et-Cher,041-01,5,Malik,BENAKCHA,homme,LR,Les Républicains,false
041,Loir-et-Cher,041-01,6,Reda,BELKADI,homme,NUPES,Nouvelle Union Populaire Écologique et Sociale,false
041,Loir-et-Cher,041-01,7,Frank,MARTIN,homme,REC,Reconquête !,false
041,Loir-et-Cher,041-01,8,Marc,FESNEAU,homme,ENS,Ensemble ! (Majorité présidentielle),false
