id,prenom,nom,sexe,sortante,circonscription,parti,dissidence,lien,twitter
5941,Elisabeth,Marty,femme,,024-01,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
5943,Pascale,Martin,femme,,024-01,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/PascaleMartin24
7597,Philippe,Chassaing,homme,,024-01,LRM,,,
7731,Williams,Ambroise,homme,,024-01,RN,,https://rassemblementnational.fr/elections-legislatives/,
5946,Michel,Delpon,homme,checked,024-02,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
5947,Michèle,Roux,femme,,024-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
5945,Cédric,Ulian,homme,,024-02,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
5944,Christophe,Rousseau,homme,,024-02,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
7732,Serge,Muller,homme,,024-02,RN,,https://rassemblementnational.fr/elections-legislatives/,
5948,Myriam,Thomasson,femme,,024-03,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
5950,Jean-Pierre,Cubertafon,homme,checked,024-03,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
5951,Cyril,Girardeau,homme,,024-03,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/GCyrilFI
5949,Céline,Laval,femme,,024-03,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
7733,Florence,Joubert,femme,,024-03,RN,,https://rassemblementnational.fr/elections-legislatives/,
5952,Laurence,Trapy-Joinel,femme,,024-04,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
5953,Jérôme,Peyrat,homme,,024-04,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
7573,Sébastien,Peytavie,homme,,024-04,Génération·s,,https://twitter.com/GenerationsMvt/status/1523650256302669825,
7734,Ludivine,Le Berre,femme,,024-04,RN,,https://rassemblementnational.fr/elections-legislatives/,
5956,Candice,Mallol,femme,,025-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
5958,Laurent,Croizier,homme,,025-01,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
5957,Fabrice,Galpin,homme,,025-01,Reconquête,,https://twitter.com/AberlinJacklyne/status/1520653860049764354,
5959,Séverine,Vezies,femme,,025-01,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/SEVERINEvez
5955,Michel,Vienet,homme,,025-01,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
7735,Thomas,Lutz,homme,,025-01,RN,,https://rassemblementnational.fr/elections-legislatives/,
5962,Éric,Alauzet,homme,checked,025-02,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
5960,Chafia,Kaoulal,femme,,025-02,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
5961,Stéphane,Ravacley,homme,,025-02,EE-LV,,https://www.leparisien.fr/elections/legislatives/legislatives-le-boulanger-stephane-ravacley-qui-avait-defendu-son-apprenti-guineen-investi-par-eelv-dans-le-doubs-06-05-2022-OONYZ36OY5DDNMKFORRHRBRJGE.php,
7736,Eric,Fusis,homme,,025-02,RN,,https://rassemblementnational.fr/elections-legislatives/,
5964,Nicolas,Pacquot,homme,,025-03,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
5965,Virginie,Dayet,femme,,025-03,PCF,,,
5963,Christophe,Froppier,homme,,025-03,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
7737,Nathalie,Fritsch,femme,,025-03,RN,,https://rassemblementnational.fr/elections-legislatives/,
5966,Mathieu,Bloch,homme,,025-04,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
5967,Frédéric,Barbier,homme,checked,025-04,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
5968,Brigitte,Cottier,femme,,025-04,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
7738,Géraldine,Palenciano,femme,,025-04,RN,,https://rassemblementnational.fr/elections-legislatives/,
5970,Martine,Ludi,femme,,025-05,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
5969,Philippe,Alpy,homme,,025-05,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
7739,Martine Mathilde,Soulier,femme,,025-05,RN,,https://rassemblementnational.fr/elections-legislatives/,
5974,Karim,Chkeri,homme,,026-01,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
5971,Samantha,Rose,femme,,026-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
5973,Philippe,Tosello-Pace,homme,,026-01,RN,,https://www.francebleu.fr/infos/politique/drome-quatre-candidats-rassemblement-national-declares-pour-les-elections-legislatives-1650200473,
5972,Mireille,Clapot,femme,checked,026-01,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
5975,Rémy,Lazarowicz,homme,,026-02,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
5976,Benoît,Maclin,homme,,026-02,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
5977,Lisette,Pollet,femme,,026-02,RN,,https://www.francebleu.fr/infos/politique/drome-quatre-candidats-rassemblement-national-declares-pour-les-elections-legislatives-1650200473,
5978,Gilles,Reynaud,homme,,026-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
5980,Célia,de Lavergne,femme,checked,026-03,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
5979,Marie,Pochon,femme,,026-03,EE-LV,,https://www.eelv.fr/files/2022/05/Scenario-Investiture.pdf,https://twitter.com/MariePochon
5981,Philippe,Dos Reis,homme,,026-03,RN,,https://www.francebleu.fr/infos/politique/drome-quatre-candidats-rassemblement-national-declares-pour-les-elections-legislatives-1650200473,
5982,Olivier,Gafa,homme,,026-04,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
5984,Pierre,Jouvet,homme,,026-04,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague1_investitures_ps_nupes-896b6d8e81644c90819c172aea1049b5.pdf,https://twitter.com/PJouvet
5983,Véronique,Stin,femme,,026-04,RN,,https://www.francebleu.fr/infos/politique/drome-quatre-candidats-rassemblement-national-declares-pour-les-elections-legislatives-1650200473,
7743,Véronique,Francois,femme,,026-04,RN,,https://rassemblementnational.fr/elections-legislatives/,
5985,Christophe,Alory,homme,,027-01,LR,,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
5986,Catherine,Hélayel,femme,,027-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
5987,Séverine,Gipson,femme,checked,027-01,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
5988,Christophe,Ancelin,homme,,027-01,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
7753,Christine,Briand,femme,,027-01,RN,,https://rassemblementnational.fr/elections-legislatives/,
5991,Nathalie,Samson,femme,,027-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/UnionPop27cir2
5990,Fabien,Gouttefarde,homme,checked,027-02,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
5989,Francine,Maragliano,femme,,027-02,LR,,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
7754,Katiana,Picard,femme,,027-02,RN,,https://rassemblementnational.fr/elections-legislatives/,
5992,Thomas,Elexhauser,homme,,027-03,"Les Centristes,LR",,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
5993,Annaïck,Wayolle,femme,,027-03,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
5996,Dorine,Le Pêcheur,femme,,027-03,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
5994,Marie,Tamarelle-Verhaghe,femme,checked,027-03,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
7755,Kévin,Mauvieux,homme,,027-03,RN,,https://rassemblementnational.fr/elections-legislatives/,
5999,Bruno,Questel,homme,checked,027-04,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
6000,Philippe,Brun,homme,,027-04,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague1_investitures_ps_nupes-896b6d8e81644c90819c172aea1049b5.pdf,https://twitter.com/p_brun
5998,Sylvain,Thomas,homme,,027-04,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
5997,Marie-Dominique,Perchet,femme,,027-04,LR,,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
7756,Chrystelle,Rot,femme,,027-04,RN,,https://rassemblementnational.fr/elections-legislatives/,
6003,Pierre-Yves,Jourdain,homme,,027-05,EE-LV,,https://www.eelv.fr/files/2022/05/Scenario-Investiture.pdf,https://twitter.com/PYJourdain2022
6001,David,Daverton,homme,,027-05,LR,,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
6002,Martine,Rabier,femme,,027-05,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6004,François,Ouzilleau,homme,,027-05,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
7757,Timothée,Houssin,homme,,027-05,RN,,https://rassemblementnational.fr/elections-legislatives/,
6008,Quentin,Guillemain,homme,,028-01,EE-LV,,https://www.eelv.fr/files/2022/05/Scenario-Investiture.pdf,https://twitter.com/qguillemain
6005,Pierre,Mazaheri,homme,,028-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6006,Ladislas,Vergne,homme,,028-01,LR,,https://republicains.fr/actualites/2022/05/05/decision-de-la-commission-nationale-dinvestiture-8/,
6007,Guillaume,Kasbarian,homme,checked,028-01,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
7758,David,Delorme-Monsarrat,homme,,028-01,RN,,https://rassemblementnational.fr/elections-legislatives/,
6011,Kevin,Boete,homme,,028-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/BoeteKevin
6010,Maxime,David,homme,,028-02,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
6009,Pierre-Marcel,Reignier,homme,,028-02,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
7759,Aleksandar,Nikolic,homme,,028-02,RN,,https://rassemblementnational.fr/elections-legislatives/,
6014,Valéria,Dos Santos Orfila,femme,,028-03,"REV,LFI",,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/ValeriaOrfila
6013,Luc,Lamirault,homme,checked,028-03,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
6012,Claire,Barbier,femme,,028-03,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
7760,Régine,Flaunet,femme,,028-03,RN,,https://rassemblementnational.fr/elections-legislatives/,
6015,Pierre,Mioque,homme,,028-04,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6016,Philippe,Vigier,homme,checked,028-04,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
6017,Mathieu,Gaston,homme,,028-04,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
7761,Virginia,De Oliveira,femme,,028-04,RN,,https://rassemblementnational.fr/elections-legislatives/,
6019,Grégory,Lebert,homme,,029-01,EE-LV,,https://www.eelv.fr/files/2022/05/Scenario-Investiture.pdf,https://twitter.com/GregLebert29
6020,Annaïg,Le Meur,femme,checked,029-01,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
6018,Valérie,Lecerf-Livet,femme,,029-01,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
7762,Christel,Henaff,femme,,029-01,RN,,https://rassemblementnational.fr/elections-legislatives/,
6022,Marc,Coatanea,homme,,029-02,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
6023,Pierre-Yves,Cadalen,homme,,029-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/pycadalen
6021,Jean Yves,Le Corre,homme,,029-02,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
7763,Yvette,Poullaouec,femme,,029-02,RN,,https://rassemblementnational.fr/elections-legislatives/,
6025,Pierre,Smolarz,homme,,029-03,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/PierreSlz
6024,Didier,Le Gac,homme,checked,029-03,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
7764,Roger,Abasq,homme,,029-03,RN,,https://rassemblementnational.fr/elections-legislatives/,
6029,Sandrine,Le Feur,femme,checked,029-04,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
6028,Sylvaine,Vulpiani,femme,,029-04,Génération·s,,https://twitter.com/GenerationsMvt/status/1523650256302669825,https://twitter.com/Vulpiani_S
6027,Jean-François,Leménicier,homme,,029-04,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6026,Marie-Claire,Hénaff,femme,,029-04,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
7765,Tony,Bihouee,homme,,029-04,RN,,https://rassemblementnational.fr/elections-legislatives/,
6030,Stéphanie,Muriot,femme,,029-05,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6031,Félix,Briant,homme,,029-05,LR,,https://republicains.fr/actualites/2022/05/05/decision-de-la-commission-nationale-dinvestiture-8/,
6033,Nathalie,Sarrabezolles,femme,,029-05,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague1_investitures_ps_nupes-896b6d8e81644c90819c172aea1049b5.pdf,https://twitter.com/NSarrabezolles
6032,Graziella,Melchior,femme,checked,029-05,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
7766,Renée,Thomaïdis,femme,,029-05,RN,,https://rassemblementnational.fr/elections-legislatives/,
6035,Bernard,Fehringer,homme,,029-06,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6034,Gaëlle,Nicolas,femme,,029-06,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
6036,Richard,Ferrand,homme,checked,029-06,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
7566,Mélanie,Thomin,femme,,029-06,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague1_investitures_ps_nupes-896b6d8e81644c90819c172aea1049b5.pdf,
7767,Patrick,Le Fur,homme,,029-06,RN,,https://rassemblementnational.fr/elections-legislatives/,
6041,Yolande,Bouin,femme,,029-07,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
6039,Abbas,Djobo,homme,,029-07,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6040,Liliana,Tanguy,femme,checked,029-07,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
6038,Eric,Le Guen,homme,,029-07,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
7768,Franck,Nicolas,homme,,029-07,RN,,https://rassemblementnational.fr/elections-legislatives/,
6043,Erwan,Balanant,homme,checked,029-08,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
6044,Youenn,Le Flao,homme,,029-08,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
6042,Claire,Gourlaouen,femme,,029-08,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,
7769,Christian,Perez,homme,,029-08,RN,,https://rassemblementnational.fr/elections-legislatives/,
6053,Charles,Ménard,homme,,030-01,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
6049,Véronique,Gardeur-Bancel,femme,,030-01,LR,,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
6050,Yannick,Cogo,homme,,030-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6052,Françoise,Dumas,femme,checked,030-01,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
7770,Yoann,Gillet,homme,,030-01,RN,,https://rassemblementnational.fr/elections-legislatives/,
6056,Yvan,Lachaud,homme,,030-02,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
6054,Frédéric,Touzelier,homme,,030-02,LR,,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
6055,Christophe,Lefebvre,homme,,030-02,Reconquête,,https://www.midilibre.fr/2022/05/02/gard-reconquete-presente-ses-candidatures-aux-legislatives-pour-exercer-le-contre-pouvoir-10270854.php,
6057,Coralie,Ghirardi,femme,,030-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
7771,Nicolas,Meizonnet,homme,,030-02,RN,,https://rassemblementnational.fr/elections-legislatives/,
6060,Jean-Marie,Moulin,homme,,030-03,Reconquête,,https://www.midilibre.fr/2022/05/02/gard-reconquete-presente-ses-candidatures-aux-legislatives-pour-exercer-le-contre-pouvoir-10270854.php,
6061,Anthony,Cellier,homme,checked,030-03,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
6059,Catherine,Michon,femme,,030-03,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6058,Blandine,Arnaud,femme,,030-03,LR,,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
7772,Pascale,Bordes,femme,,030-03,RN,,https://rassemblementnational.fr/elections-legislatives/,
6064,Aurélie,Wagner,femme,,030-04,Reconquête,,https://www.midilibre.fr/2022/05/02/gard-reconquete-presente-ses-candidatures-aux-legislatives-pour-exercer-le-contre-pouvoir-10270854.php,
6063,Stéphanie,Bienkowski,femme,,030-04,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6065,Philippe,Ribot,homme,,030-04,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
6066,Arnaud,Bord,homme,,030-04,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague1_investitures_ps_nupes-896b6d8e81644c90819c172aea1049b5.pdf,https://twitter.com/arnaud_bord
6062,Max,Roustan,homme,,030-04,LR,,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
7773,Paul,Meurin,homme,,030-04,RN,,https://rassemblementnational.fr/elections-legislatives/,
6068,Frédérique,Bozec,femme,,030-05,Reconquête,,https://www.midilibre.fr/2022/05/02/gard-reconquete-presente-ses-candidatures-aux-legislatives-pour-exercer-le-contre-pouvoir-10270854.php,
6069,Catherine,Daufès-Roux,femme,checked,030-05,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
6070,Michel,Sala,homme,,030-05,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,
6067,Léa,Boyer,femme,,030-05,LR,,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
7774,Jean-Marie,Launay,homme,,030-05,RN,,https://rassemblementnational.fr/elections-legislatives/,
6074,Nicolas,Cadène,homme,,030-06,EE-LV,,https://twitter.com/ncadene/status/1524049333569658880?s=20&t=ETvp4VxQJlZ47yha4Cm-og,https://twitter.com/ncadene
6072,Stéphane,Guillemin,homme,,030-06,Reconquête,,https://www.midilibre.fr/2022/05/02/gard-reconquete-presente-ses-candidatures-aux-legislatives-pour-exercer-le-contre-pouvoir-10270854.php,
6071,François,Courdil,homme,,030-06,LR,,https://republicains.fr/actualites/2021/11/24/decision-de-la-commission-nationale-dinvestiture-2/,
6073,Philippe,Berta,homme,checked,030-06,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,
7775,Laurence,Gardet,femme,,030-06,RN,,https://rassemblementnational.fr/elections-legislatives/,
6078,Hadrien,Clouet,homme,,031-01,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/HadrienClouet
6075,Maxime,Boyer,homme,,031-01,LR,,https://republicains.fr/actualites/2021/10/21/decision-de-la-commission-nationale-dinvestiture-du-mercredi-20-octobre/,
6077,Pierre,Baudis,homme,,031-01,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
6076,Benjamin,Combes,homme,,031-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
7802,Cathy Béatrice Rose,Marsal,femme,,031-01,RN,,https://rassemblementnational.fr/elections-legislatives/,
6081,Jean-Luc,Lagleize,homme,checked,031-02,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
6082,Anne,Stambach-Terrenoir,femme,,031-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/Anne_Stambach
6079,Christine,Gennaro-Saint,femme,,031-02,LR,,https://republicains.fr/actualites/2021/10/21/decision-de-la-commission-nationale-dinvestiture-du-mercredi-20-octobre/,
6080,Nicolas,Karasiak,homme,,031-02,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
7803,Sonia,Teychene,femme,,031-02,RN,,https://rassemblementnational.fr/elections-legislatives/,
6083,Laurence,Arribagé,femme,,031-03,LR,,https://republicains.fr/actualites/2021/10/21/decision-de-la-commission-nationale-dinvestiture-du-mercredi-20-octobre/,
6084,Clément,Sanvisens,homme,,031-03,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6085,Corinne,Vignon,femme,checked,031-03,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
6086,Agathe,Roby,femme,,031-03,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/RobyAgathe
7804,Stéphanie,Alarcon,femme,,031-03,RN,,https://rassemblementnational.fr/elections-legislatives/,
6088,Raimon,Sabater,homme,,031-04,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6087,Bertrand,Serp,homme,,031-04,LR,,https://republicains.fr/actualites/2021/10/21/decision-de-la-commission-nationale-dinvestiture-du-mercredi-20-octobre/,
6089,Arthur,Cottrel,homme,,031-04,Reconquête,,https://twitter.com/ArthurCottrel,https://twitter.com/ArthurCottrel
6091,François,Piquemal,homme,,031-04,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/FraPiquemal
6090,Marie-Claire,Constans,femme,,031-04,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
7805,Patrycja,Sadowski,femme,,031-04,RN,,https://rassemblementnational.fr/elections-legislatives/,
6092,Jean-Christophe,Cheronnet,homme,,031-05,LR,,https://republicains.fr/actualites/2021/10/21/decision-de-la-commission-nationale-dinvestiture-du-mercredi-20-octobre/,
6093,Johanna,Velo,femme,,031-05,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
6094,Jean-François,Portarrieu,homme,checked,031-05,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
6095,Sylvie,Espagnolle,femme,,031-05,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/s_espagnolleFI
7806,Julien,Leonardelli,homme,,031-05,RN,,https://rassemblementnational.fr/elections-legislatives/,
6099,Fabien,Jouvé,homme,,031-06,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague1_investitures_ps_nupes-896b6d8e81644c90819c172aea1049b5.pdf,https://twitter.com/FabienJouve
6098,Monique,Iborra,femme,checked,031-06,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,
6097,Servane,Pater,femme,,031-06,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,
