dep,nom_dep,code_circo,00,prenom,nom,sexe,code_nuance,nuance,id,prenom,nom,sexe,sortante,circonscription,parti,checked,lien,twitter,
034,Hérault,034-08,12,Thomas,GARNIER,homme,DXG,Divers extrême gauche,8600,Thomas,Garnier,homme,,034-08,LO,,https://www.lutte-ouvriere.org/legislatives,,
034,Hérault,034-09,01,Jamila,MOUKRIM,femme,DSV,Droite souverainiste,,,,,,,,,,,
034,Hérault,034-09,02,Maya,BOUISSET,femme,REC,Reconquête !,,,,,,,,,,,
034,Hérault,034-09,03,Frédéric,BORT,homme,RN,Rassemblement National,7851,Frédéric,Bort,homme,,034-09,RN,,https://rassemblementnational.fr/elections-legislatives/,,
034,Hérault,034-09,04,Patrick,VIGNAL,homme,ENS,Ensemble ! (Majorité présidentielle),6203,Patrick,Vignal,homme,checked,034-09,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,,
034,Hérault,034-09,05,Jean-François,BOUSCARAIN,homme,LR,Les Républicains,,,,,,,,,,,
034,Hérault,034-09,06,Maurice,CHAYNES,homme,DXG,Divers extrême gauche,8601,Maurice,Chaynes,homme,,034-09,LO,,https://www.lutte-ouvriere.org/legislatives,,
034,Hérault,034-09,07,Brigitte,BAGUET,femme,ECO,Ecologistes,,,,,,,,,,,
034,Hérault,034-09,08,Matilda,LOTTA,femme,ECO,Ecologistes,,,,,,,,,,,
034,Hérault,034-09,09,Valérie,GARNIER,femme,ECO,Ecologistes,6202,Valérie,Garnier,femme,,034-09,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
034,Hérault,034-09,10,Nadia,BELAOUNI,femme,FI,La France Insoumise,6204,Nadia,Belaouni,femme,,034-09,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,,
035,Ille-et-Vilaine,035-01,01,Martin,GAUMONT,homme,DIV,Divers,,,,,,,,,,,
035,Ille-et-Vilaine,035-01,02,Laurent,SIEGWARD,homme,REC,Reconquête !,,,,,,,,,,,
035,Ille-et-Vilaine,035-01,03,Khalid,BAJJOUJ,homme,DIV,Divers,,,,,,,,,,,
035,Ille-et-Vilaine,035-01,04,Yannick,LE MOING,homme,ECO,Ecologistes,,,,,,,,,,,
035,Ille-et-Vilaine,035-01,05,Sébastien,GIRARD,homme,REG,Régionaliste,9356,Sebastien,Girard,homme,,035-01,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
035,Ille-et-Vilaine,035-01,06,Hind,SAOUD,femme,ENS,Ensemble ! (Majorité présidentielle),6206,Hind,Saoud,femme,,035-01,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,,
035,Ille-et-Vilaine,035-01,07,Gwenola,BOURIEL,femme,ECO,Ecologistes,6205,Gwenola,Bouriel,femme,,035-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
035,Ille-et-Vilaine,035-01,08,Jean-Bruno,BARGUIL,homme,DVC,Divers centre,,,,,,,,,,,
035,Ille-et-Vilaine,035-01,09,Gautier,ROULEAU,homme,DSV,Droite souverainiste,,,,,,,,,,,
035,Ille-et-Vilaine,035-01,10,Nadine,DESPREZ,femme,RN,Rassemblement National,7852,Nadine,Desprez,femme,,035-01,RN,,https://rassemblementnational.fr/elections-legislatives/,,
035,Ille-et-Vilaine,035-01,11,Laurent,PRIET,homme,DXG,Divers extrême gauche,,,,,,,,,,,
035,Ille-et-Vilaine,035-01,12,Valérie,HAMON,femme,DXG,Divers extrême gauche,8602,Valérie,Hamon,femme,,035-01,LO,,https://www.lutte-ouvriere.org/legislatives,,
035,Ille-et-Vilaine,035-01,13,Jean-François,MONNIER,homme,REG,Régionaliste,9006,Jean-François,Monnier,homme,,035-01,UDB,,https://www.udb.bzh/legislatives-2022/,,
035,Ille-et-Vilaine,035-01,14,Frédéric,MATHIEU,homme,FI,La France Insoumise,6207,Frédéric,Mathieu,homme,,035-01,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/MathieuFrdric,
035,Ille-et-Vilaine,035-02,01,Mathilde,LAHOGUE,femme,REG,Régionaliste,9007,Mathilde,Lahogue,femme,,035-02,UDB,,https://www.udb.bzh/legislatives-2022/,,
035,Ille-et-Vilaine,035-02,02,Laurence,MAILLART-MÉHAIGNERIE,femme,ENS,Ensemble ! (Majorité présidentielle),6210,Laurence,Maillart-Méhaignerie,femme,checked,035-02,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,,
035,Ille-et-Vilaine,035-02,03,Victor,MARION,homme,ECO,Ecologistes,6209,Victor,Marion,homme,,035-02,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
035,Ille-et-Vilaine,035-02,04,Stéphanie,CADIOU,femme,RN,Rassemblement National,7853,Stéphanie,Cadiou,femme,,035-02,RN,,https://rassemblementnational.fr/elections-legislatives/,,
035,Ille-et-Vilaine,035-02,05,Marc-Antoine,JAMBU,homme,DSV,Droite souverainiste,,,,,,,,,,,
035,Ille-et-Vilaine,035-02,06,Jean-Pierre,CHAROTE,homme,REC,Reconquête !,,,,,,,,,,,
035,Ille-et-Vilaine,035-02,07,Florence,DEFRANCE,femme,DXG,Divers extrême gauche,8603,Florence,Defrance,femme,,035-02,LO,,https://www.lutte-ouvriere.org/legislatives,,
035,Ille-et-Vilaine,035-02,08,Maël,EGRON,homme,REG,Régionaliste,9357,Mael,Egron,homme,,035-02,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
035,Ille-et-Vilaine,035-02,09,Tristan,LAHAIS,homme,ECO,Ecologistes,7570,Tristan,Lahais,homme,,035-02,Génération·s,,https://twitter.com/GenerationsMvt/status/1523650256302669825,,
035,Ille-et-Vilaine,035-02,10,Sofia,BEN LAHCEN,femme,DIV,Divers,,,,,,,,,,,
035,Ille-et-Vilaine,035-03,01,Matthieu,PLOQUIN,homme,DIV,Divers,9410,Matthieu,Ploquin,homme,,035-03,Parti pirate,,https://partipirate.org/map,,
035,Ille-et-Vilaine,035-03,02,Astrid,PRUNIER,femme,RN,Rassemblement National,7854,Astrid,Prunier,femme,,035-03,RN,,https://rassemblementnational.fr/elections-legislatives/,,
035,Ille-et-Vilaine,035-03,03,David,MERLIERE,homme,REC,Reconquête !,,,,,,,,,,,
035,Ille-et-Vilaine,035-03,04,Mélina,PARMENTIER,femme,LR,Les Républicains,6212,Mélina,Parmentier,femme,,035-03,LR,,https://republicains.fr/actualites/2022/02/16/decision-de-la-commission-nationale-dinvestiture-7/,,
035,Ille-et-Vilaine,035-03,05,Céline,BRETEL,femme,ECO,Ecologistes,6213,Céline,Bretel,femme,,035-03,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
035,Ille-et-Vilaine,035-03,06,Jean-Louis,AMISSE,homme,DXG,Divers extrême gauche,8604,Jean-Louis,Amisse,homme,,035-03,LO,,https://www.lutte-ouvriere.org/legislatives,,
035,Ille-et-Vilaine,035-03,07,Karim,FARAH,homme,DIV,Divers,,,,,,,,,,,
035,Ille-et-Vilaine,035-03,08,Mathieu,GUIHARD,homme,REG,Régionaliste,9358,Mathieu,Guihard,homme,,035-03,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
035,Ille-et-Vilaine,035-03,09,Christophe,MARTINS,homme,ENS,Ensemble ! (Majorité présidentielle),6214,Christophe,Martins,homme,,035-03,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,,
035,Ille-et-Vilaine,035-03,10,Claudia,ROUAUX,femme,SOC,Parti socialiste,6215,Claudia,Rouaux,femme,checked,035-03,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague1_investitures_ps_nupes-896b6d8e81644c90819c172aea1049b5.pdf,https://twitter.com/claudia_rouaux,
035,Ille-et-Vilaine,035-04,01,Mathilde,HIGNET,femme,FI,La France Insoumise,6218,Mathilde,Hignet,femme,,035-04,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,,
035,Ille-et-Vilaine,035-04,02,Jocelyne,DEVRIENDT,femme,REG,Régionaliste,9359,Jocelyne,Devriendt,femme,,035-04,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
035,Ille-et-Vilaine,035-04,03,Valérie,OLIVIÉRO,femme,DSV,Droite souverainiste,,,,,,,,,,,
035,Ille-et-Vilaine,035-04,04,Christian,LOHYN,homme,DXG,Divers extrême gauche,,,,,,,,,,,
035,Ille-et-Vilaine,035-04,05,Sarah,TETAUD,femme,ECO,Ecologistes,6216,Sarah,Tetaud,femme,,035-04,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
035,Ille-et-Vilaine,035-04,06,Gabriel,ORAIN,homme,RN,Rassemblement National,7855,Gabriel,Orain,homme,,035-04,RN,,https://rassemblementnational.fr/elections-legislatives/,,
035,Ille-et-Vilaine,035-04,07,Anne,PATAULT,femme,ENS,Ensemble ! (Majorité présidentielle),6217,Anne,Patault,femme,,035-04,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,,
035,Ille-et-Vilaine,035-04,08,Sandra,CHIRAZI,femme,DXG,Divers extrême gauche,8605,Sandra,Chirazi,femme,,035-04,LO,,https://www.lutte-ouvriere.org/legislatives,,
035,Ille-et-Vilaine,035-04,09,Mireille,BLEIVAS,femme,REC,Reconquête !,,,,,,,,,,,
035,Ille-et-Vilaine,035-04,10,Gil,DESMOULIN,homme,DVG,Divers gauche,,,,,,,,,,,
035,Ille-et-Vilaine,035-04,11,Céline,BLATERON,femme,REG,Régionaliste,9008,Céline,Blatéron,femme,,035-04,UDB,,https://www.udb.bzh/legislatives-2022/,,
035,Ille-et-Vilaine,035-04,12,Ludovic,HAUTIER,homme,DIV,Divers,9411,Ludovic,Hautier,homme,,035-04,Parti pirate,,https://partipirate.org/map,,
035,Ille-et-Vilaine,035-04,13,Jacques,FRANÇOIS,homme,LR,Les Républicains,,,,,,,,,,,
035,Ille-et-Vilaine,035-05,01,Gilles,RENAULT,homme,FI,La France Insoumise,6221,Gilles,Renault,homme,,035-05,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/GillesRenault35,
035,Ille-et-Vilaine,035-05,02,Pamela,DELINE,femme,DIV,Divers,,,,,,,,,,,
035,Ille-et-Vilaine,035-05,03,Marie,DE BLIC,femme,REC,Reconquête !,,,,,,,,,,,
035,Ille-et-Vilaine,035-05,04,Michel,AUSTERLITZ,homme,DVG,Divers gauche,,,,,,,,,,,
035,Ille-et-Vilaine,035-05,05,Jonathan,HOUILLOT,homme,LR,Les Républicains,,,,,,,,,,,
035,Ille-et-Vilaine,035-05,06,Christine,LE NABOUR-CLOAREC,femme,ENS,Ensemble ! (Majorité présidentielle),6220,Christine,Le Nabour-Cloarec,femme,checked,035-05,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,,
035,Ille-et-Vilaine,035-05,07,Françoise,GILOIS,femme,RN,Rassemblement National,7856,Françoise,Gilois,femme,,035-05,RN,,https://rassemblementnational.fr/elections-legislatives/,,
035,Ille-et-Vilaine,035-05,08,Christelle,JARNY,femme,DXG,Divers extrême gauche,8606,Christelle,Jarny,femme,,035-05,LO,,https://www.lutte-ouvriere.org/legislatives,,
035,Ille-et-Vilaine,035-05,09,Marion,STUBERT,femme,ECO,Ecologistes,6219,Marion,Stubert,femme,,035-05,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
035,Ille-et-Vilaine,035-05,10,Denis,BEAURAIN,homme,DSV,Droite souverainiste,,,,,,,,,,,
035,Ille-et-Vilaine,035-06,01,Hélène,MOCQUARD,femme,FI,La France Insoumise,6224,Hélène,Mocquard,femme,,035-06,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,,
035,Ille-et-Vilaine,035-06,02,Nolwenn,FLOCH,femme,DIV,Divers,9412,Nolwenn,Floch,femme,,035-06,Parti pirate,,https://partipirate.org/map,,
035,Ille-et-Vilaine,035-06,03,Thierry,BENOIT,homme,ENS,Ensemble ! (Majorité présidentielle),6223,Thierry,Benoit,homme,checked,035-06,LRM/Horizons,,https://horizonsleparti.fr/candidats/,,
035,Ille-et-Vilaine,035-06,04,Adrien,AUBRÉE,homme,ECO,Ecologistes,6222,Adrien,Aubrée,homme,,035-06,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
035,Ille-et-Vilaine,035-06,05,Maricela,MURGEANU,femme,REG,Régionaliste,9360,Maricela,Murgeanu,femme,,035-06,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
035,Ille-et-Vilaine,035-06,06,Tangi,MARION,homme,LR,Les Républicains,,,,,,,,,,,
035,Ille-et-Vilaine,035-06,07,Emilie,BECHADERGUE,femme,REC,Reconquête !,,,,,,,,,,,
035,Ille-et-Vilaine,035-06,08,Gilles,PENNELLE,homme,RN,Rassemblement National,7857,Gilles,Pennelle,homme,,035-06,RN,,https://rassemblementnational.fr/elections-legislatives/,,
035,Ille-et-Vilaine,035-06,09,Ludovic,HUBERT,homme,DXG,Divers extrême gauche,8607,Ludovic,Hubert,homme,,035-06,LO,,https://www.lutte-ouvriere.org/legislatives,,
035,Ille-et-Vilaine,035-06,10,Dominique,ANDRÉ,femme,DSV,Droite souverainiste,,,,,,,,,,,
035,Ille-et-Vilaine,035-07,01,Ismaïl,BEN LAHCEN,homme,DIV,Divers,,,,,,,,,,,
035,Ille-et-Vilaine,035-07,02,Leïla,ROSENSTECH,femme,REC,Reconquête !,,,,,,,,,,,
035,Ille-et-Vilaine,035-07,03,Jean-Luc,BOURGEAUX,homme,LR,Les Républicains,8201,Jean-Luc,Bourgeaux,homme,checked,035-07,LR/UDI,,https://www.ouest-france.fr/elections/legislatives/legislatives-a-saint-malo-jean-luc-bourgeaux-candidat-a-sa-reelection-avec-gilles-lurton-be4b6fb6-cc6a-11ec-bc35-01778601fe28,,
035,Ille-et-Vilaine,035-07,04,Stéphane,PÉAN,homme,DIV,Divers,,,,,,,,,,,
035,Ille-et-Vilaine,035-07,05,Julien,DELCOURT,homme,DIV,Divers,9413,Julien,Delcourt,homme,,035-07,Parti pirate,,https://partipirate.org/map,,
035,Ille-et-Vilaine,035-07,06,Christophe,FICHET,homme,DVC,Divers centre,,,,,,,,,,,
035,Ille-et-Vilaine,035-07,07,Raoul,KUCZYK,homme,DIV,Divers,,,,,,,,,,,
035,Ille-et-Vilaine,035-07,08,Étienne,GRUENAIS,homme,REG,Régionaliste,9361,Etienne,Gruenais,homme,,035-07,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
035,Ille-et-Vilaine,035-07,09,Anne,LE GAGNE,femme,ENS,Ensemble ! (Majorité présidentielle),6226,Anne,Le Gagne,femme,,035-07,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,,
035,Ille-et-Vilaine,035-07,10,Nicolas,GUIVARC'H,homme,FI,La France Insoumise,6227,Nicolas,Guivarc'h,homme,,035-07,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,,
035,Ille-et-Vilaine,035-07,11,Claude,BÉQUIGNON,femme,DSV,Droite souverainiste,,,,,,,,,,,
035,Ille-et-Vilaine,035-07,12,Dylan,LEMOINE,homme,RN,Rassemblement National,7858,Dylan,Lemoine,homme,,035-07,RN,,https://rassemblementnational.fr/elections-legislatives/,,
035,Ille-et-Vilaine,035-07,13,Marie-Thérèse,DRELON,femme,ECO,Ecologistes,6225,Marie-Thérèse,Drelon,femme,,035-07,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
035,Ille-et-Vilaine,035-07,14,Jean-Michel,GROISIER,homme,DXG,Divers extrême gauche,,,,,,,,,,,
035,Ille-et-Vilaine,035-07,15,Eliane,LECLERCQ,femme,REG,Régionaliste,9009,Éliane,Leclercq,femme,,035-07,UDB,,https://www.udb.bzh/legislatives-2022/,,
035,Ille-et-Vilaine,035-07,16,Edouard,DESCOTTES,homme,DXG,Divers extrême gauche,8608,Edouard,Descottes,homme,,035-07,LO,,https://www.lutte-ouvriere.org/legislatives,,
035,Ille-et-Vilaine,035-07,17,Nelly,FERRIAULT,femme,DIV,Divers,,,,,,,,,,,
035,Ille-et-Vilaine,035-08,01,Rodolphe,LLAVORI,homme,DVG,Divers gauche,9248,Rodolphe,Llavori,homme,,035-08,FGR,,https://twitter.com/LlavoriR/status/1525101526884163584,https://twitter.com/LlavoriR,
035,Ille-et-Vilaine,035-08,02,Mickaël,BOULOUX,homme,SOC,Parti socialiste,6230,Mickaël,Bouloux,homme,,035-08,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague1_investitures_ps_nupes-896b6d8e81644c90819c172aea1049b5.pdf,https://twitter.com/mickael35,
035,Ille-et-Vilaine,035-08,03,Fabrice,LUCAS,homme,DXG,Divers extrême gauche,8609,Fabrice,Lucas,homme,,035-08,LO,,https://www.lutte-ouvriere.org/legislatives,,
035,Ille-et-Vilaine,035-08,04,Jean-Pierre,NICOLAS,homme,DSV,Droite souverainiste,,,,,,,,,,,
035,Ille-et-Vilaine,035-08,05,Sébastien,ALLIX,homme,DVG,Divers gauche,,,,,,,,,,,
035,Ille-et-Vilaine,035-08,06,Régis,BARBIÉ DE PRÉAUDEAU,homme,REC,Reconquête !,,,,,,,,,,,
035,Ille-et-Vilaine,035-08,07,Karol,DOLU,femme,REG,Régionaliste,9362,Karol,Dolu,femme,,035-08,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
035,Ille-et-Vilaine,035-08,08,Marvin,LEROUX,homme,DXG,Divers extrême gauche,,,,,,,,,,,
035,Ille-et-Vilaine,035-08,09,Guillaume,GOMEZ,homme,ECO,Ecologistes,6228,Guillaume,Gomez,homme,,035-08,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
035,Ille-et-Vilaine,035-08,10,Maël,TOURNADE,homme,LR,Les Républicains,,,,,,,,,,,
035,Ille-et-Vilaine,035-08,11,Kamel,ELAHIAR,homme,DIV,Divers,,,,,,,,,,,
035,Ille-et-Vilaine,035-08,12,Joël,LE GALL,homme,REG,Régionaliste,9010,Joël,Le Gall,homme,,035-08,UDB,,https://www.udb.bzh/legislatives-2022/,,
035,Ille-et-Vilaine,035-08,13,Florian,BACHELIER,homme,ENS,Ensemble ! (Majorité présidentielle),6229,Florian,Bachelier,homme,checked,035-08,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,,
035,Ille-et-Vilaine,035-08,14,Marianne,LOOTEN,femme,RN,Rassemblement National,7859,Marianne,Looten,femme,,035-08,RN,,https://rassemblementnational.fr/elections-legislatives/,,
036,Indre,036-01,01,Sandrine,FELDER,femme,REC,Reconquête !,6233,Sandrine,Felder,femme,,036-01,Reconquête,,https://www.francebleu.fr/infos/politique/legislatives-sandrine-felder-sera-la-candidate-du-parti-reconquete-dans-l-indre-1651597801,,
036,Indre,036-01,02,Véronique,GÉLINAUD,femme,DXG,Divers extrême gauche,8610,Véronique,Gélinaud,femme,,036-01,LO,,https://www.lutte-ouvriere.org/legislatives,,
036,Indre,036-01,03,Éloïse,GONZALEZ,femme,FI,La France Insoumise,6235,Eloïse,Gonzalez,femme,,036-01,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/Elo1seGonzalez,
036,Indre,036-01,04,Claudine,GIBAULT,femme,DVD,Divers droite,,,,,,,,,,,
036,Indre,036-01,05,François,JOLIVET,homme,ENS,Ensemble ! (Majorité présidentielle),6234,François,Jolivet,homme,checked,036-01,LRM/Horizons,,https://horizonsleparti.fr/candidats/,,
036,Indre,036-01,06,Alix,FRUCHON,femme,LR,Les Républicains,6231,Alix,Fruchon,femme,,036-01,LR,,https://republicains.fr/actualites/2022/02/16/decision-de-la-commission-nationale-dinvestiture-7/,,
036,Indre,036-01,07,Mylène,WUNSCH,femme,RN,Rassemblement National,7860,Mylène,Wunsch,femme,,036-01,RN,,https://rassemblementnational.fr/elections-legislatives/,,
036,Indre,036-01,08,Camélia,BOISSOU,femme,ECO,Ecologistes,6232,Camélia,Boissou,femme,,036-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
036,Indre,036-02,01,Jean Michel,PÉROUX,homme,REC,Reconquête !,,,,,,,,,,,
036,Indre,036-02,02,Roland,CASH,homme,ECO,Ecologistes,6237,Roland,Cash,homme,,036-02,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
036,Indre,036-02,03,Aymeric,COMPAIN,homme,FI,La France Insoumise,6238,Aymeric,Compain,homme,,036-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/AymericCompain,
036,Indre,036-02,04,Damien,MERCIER,homme,DXG,Divers extrême gauche,8611,Damien,Mercier,homme,,036-02,LO,,https://www.lutte-ouvriere.org/legislatives,,
036,Indre,036-02,05,Annie,BERTHAULT-KORZHYK,femme,DSV,Droite souverainiste,,,,,,,,,,,
036,Indre,036-02,06,Alexandra,BOTTON,femme,DVD,Divers droite,,,,,,,,,,,
036,Indre,036-02,07,Fabien,THIRION,homme,RN,Rassemblement National,7861,Fabien,Thirion,homme,,036-02,RN,,https://rassemblementnational.fr/elections-legislatives/,,
036,Indre,036-02,08,Sophie,GUERIN,femme,ENS,Ensemble ! (Majorité présidentielle),,,,,,,,,,,
036,Indre,036-02,09,Nicolas,FORISSIER,homme,LR,Les Républicains,6236,Nicolas,Forissier,homme,checked,036-02,LR,,https://republicains.fr/actualites/2022/02/16/decision-de-la-commission-nationale-dinvestiture-7/,,
037,Indre-et-Loire,037-01,01,François,DUCAMP,homme,RN,Rassemblement National,6243,François,Ducamp,homme,,037-01,RN,,https://www.lanouvellerepublique.fr/indre-et-loire/indre-et-loire-le-rassemblement-national-presente-ses-candidats-aux-legislatives,,
037,Indre-et-Loire,037-01,02,Olivier,LEBRETON,homme,LR,Les Républicains,6239,Olivier,Lebreton,homme,,037-01,LR,,https://republicains.fr/actualites/2022/02/16/decision-de-la-commission-nationale-dinvestiture-7/,,
037,Indre-et-Loire,037-01,03,Philippe,CHALUMEAU,homme,ENS,Ensemble ! (Majorité présidentielle),6242,Philippe,Chalumeau,homme,checked,037-01,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,,
037,Indre-et-Loire,037-01,04,Bertrand,ROUZIER,homme,ECO,Ecologistes,,,,,,,,,,,
037,Indre-et-Loire,037-01,05,Thomas,JOUHANNAUD,homme,DXG,Divers extrême gauche,8612,Thomas,Jouhannaud,homme,,037-01,LO,,https://www.lutte-ouvriere.org/legislatives,,
037,Indre-et-Loire,037-01,06,Sophie,DE LANOUVELLE,femme,REC,Reconquête !,,,,,,,,,,,
037,Indre-et-Loire,037-01,07,Charles,FOURNIER,homme,ECO,Ecologistes,6241,Charles,Fournier,homme,,037-01,EE-LV,,https://www.eelv.fr/files/2022/05/Scenario-Investiture.pdf,https://twitter.com/cfourniereelv,
037,Indre-et-Loire,037-01,08,Stéphanie,MOREAU,femme,ECO,Ecologistes,6240,Stéphanie,Moreau,femme,,037-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
037,Indre-et-Loire,037-01,09,Inès,LAURENT,femme,DVC,Divers centre,,,,,,,,,,,
037,Indre-et-Loire,037-02,01,Daniel,LABARONNE,homme,ENS,Ensemble ! (Majorité présidentielle),6245,Daniel,Labaronne,homme,checked,037-02,LRM,,https://nos-candidats.avecvous.fr/Dossier-presse-Vague-1.pdf,,
037,Indre-et-Loire,037-02,02,Christelle,GOBERT,femme,FI,La France Insoumise,6248,Christelle,Gobert,femme,,037-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,,
037,Indre-et-Loire,037-02,03,Angélique,DELAHAYE,femme,DVD,Divers droite,,,,,,,,,,,
037,Indre-et-Loire,037-02,04,Christophe,GUESTAULT,homme,RN,Rassemblement National,6247,Christophe,Guestault,homme,,037-02,RN,,https://www.lanouvellerepublique.fr/indre-et-loire/indre-et-loire-le-rassemblement-national-presente-ses-candidats-aux-legislatives,,
037,Indre-et-Loire,037-02,05,Dominique,DAILLET,homme,REC,Reconquête !,6246,Dominique,Daillet,homme,,037-02,Reconquête,,https://www.lanouvellerepublique.fr/indre-et-loire/indre-et-loire-reconquete-presente-ses-candidats-aux-elections-legislatives,,
037,Indre-et-Loire,037-02,06,Anne,BRUNET,femme,DXG,Divers extrême gauche,8613,Anne,Brunet,femme,,037-02,LO,,https://www.lutte-ouvriere.org/legislatives,,
037,Indre-et-Loire,037-02,07,Christophe,LANNOY,homme,ECO,Ecologistes,,,,,,,,,,,
037,Indre-et-Loire,037-02,08,Svetlana,NICOLAEFF,femme,LR,Les Républicains,6244,Sveltana,Nicolaeff,femme,,037-02,LR,,https://republicains.fr/actualites/2022/02/16/decision-de-la-commission-nationale-dinvestiture-7/,,
037,Indre-et-Loire,037-03,01,Irène,PROTIN,femme,RN,Rassemblement National,6252,Irène,Protin,femme,,037-03,RN,,https://www.lanouvellerepublique.fr/indre-et-loire/indre-et-loire-le-rassemblement-national-presente-ses-candidats-aux-legislatives,,
037,Indre-et-Loire,037-03,02,Christophe,LEGENDRE,homme,DXG,Divers extrême gauche,8614,Christophe,Legendre,homme,,037-03,LO,,https://www.lutte-ouvriere.org/legislatives,,
037,Indre-et-Loire,037-03,03,Sophie,MÉTADIER,femme,UDI,Union des Démocrates et des Indépendants,6249,Sophie,Métadier,femme,checked,037-03,LR/UDI,,https://republicains.fr/actualites/2022/02/16/decision-de-la-commission-nationale-dinvestiture-7/,,
037,Indre-et-Loire,037-03,04,Naima,SCHULTZ,femme,DSV,Droite souverainiste,,,,,,,,,,,
037,Indre-et-Loire,037-03,05,Maria,LOIRE,femme,ECO,Ecologistes,,,,,,,,,,,
037,Indre-et-Loire,037-03,06,Sylvie,PATTE,femme,REC,Reconquête !,6251,Sylvie,Patte,femme,,037-03,Reconquête,,https://www.lanouvellerepublique.fr/indre-et-loire/indre-et-loire-reconquete-presente-ses-candidats-aux-elections-legislatives,,
037,Indre-et-Loire,037-03,07,Roxane,SIRVEN,femme,FI,La France Insoumise,6253,Roxane,Sirven,femme,,037-03,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/RoxaneSirven,
037,Indre-et-Loire,037-03,08,Henri,ALFANDARI,homme,ENS,Ensemble ! (Majorité présidentielle),6250,Henri,Alfandari,homme,,037-03,Horizons/LRM,,https://horizonsleparti.fr/candidats/,,
