dep,nom_dep,code_circo,00,prenom,nom,sexe,code_nuance,nuance,id,prenom,nom,sexe,sortante,circonscription,parti,checked,lien,twitter,
054,Meurthe-et-Moselle,054-04,07,Thibault,BAZIN,homme,LR,Les Républicains,8231,Thibault,Bazin,homme,checked,054-04,LR/UDI,,https://thibaultbazin.fr/,,
054,Meurthe-et-Moselle,054-04,08,Rachel,THOMAS,femme,ENS,Ensemble ! (Majorité présidentielle),7583,Rachel,Thomas,femme,,054-04,LRM,,https://nos-candidats.avecvous.fr/wp-content/uploads/2022/05/Dossier-de-Presse.pdf,,
054,Meurthe-et-Moselle,054-04,09,Geneviève,HEILLIETTE,femme,DXG,Divers extrême gauche,8287,Geneviève,Heilliette,femme,,054-04,LO,,https://c.estrepublicain.fr/elections/2022/05/12/les-investitures-de-lutte-ouvriere-(lo)-en-lorraine,,
054,Meurthe-et-Moselle,054-04,10,Bertrand,RAVAILLER,homme,DSV,Droite souverainiste,,,,,,,,,,,
054,Meurthe-et-Moselle,054-04,11,Gregory,BIHAKI,homme,DXG,Divers extrême gauche,,,,,,,,,,,
054,Meurthe-et-Moselle,054-05,01,Philippe,MORENVILLIER,homme,RN,Rassemblement National,7953,Philippe,Morenvillier,homme,,054-05,RN,,https://rassemblementnational.fr/elections-legislatives/,,
054,Meurthe-et-Moselle,054-05,02,Marika,BRET,femme,ENS,Ensemble ! (Majorité présidentielle),7584,Marika,Bret,femme,,054-05,LRM,,https://nos-candidats.avecvous.fr/wp-content/uploads/2022/05/Dossier-de-Presse.pdf,,
054,Meurthe-et-Moselle,054-05,03,Julie,RICARD,femme,REC,Reconquête !,,,,,,,,,,,
054,Meurthe-et-Moselle,054-05,04,Miriam,AUBERT,femme,DXG,Divers extrême gauche,8288,Miriam,Aubert,femme,,054-05,LO,,https://c.estrepublicain.fr/elections/2022/05/12/les-investitures-de-lutte-ouvriere-(lo)-en-lorraine,,
054,Meurthe-et-Moselle,054-05,05,Corinne,PAINE,femme,DSV,Droite souverainiste,,,,,,,,,,,
054,Meurthe-et-Moselle,054-05,06,Dominique,POTIER,homme,DVG,Divers gauche,6510,Dominique,Potier,homme,checked,054-05,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague1_investitures_ps_nupes-896b6d8e81644c90819c172aea1049b5.pdf,https://twitter.com/PotierDominique,
054,Meurthe-et-Moselle,054-05,07,Yannick,FRANÇOIS,homme,LR,Les Républicains,,,,,,,,,,,
054,Meurthe-et-Moselle,054-05,08,Sophia,FAYAD,femme,DIV,Divers,,,,,,,,,,,
054,Meurthe-et-Moselle,054-05,09,Elisabeth,SCHILDER,femme,ECO,Ecologistes,6509,Elisabeth,Schilder,femme,,054-05,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
054,Meurthe-et-Moselle,054-06,01,Dominique,BARBIN,homme,DXG,Divers extrême gauche,8289,Dominique,Barbin,homme,,054-06,LO,,https://c.estrepublicain.fr/elections/2022/05/12/les-investitures-de-lutte-ouvriere-(lo)-en-lorraine,,
054,Meurthe-et-Moselle,054-06,02,Eric,RICHERMOZ,homme,DSV,Droite souverainiste,,,,,,,,,,,
054,Meurthe-et-Moselle,054-06,03,Ergün,TOPARSLAN,homme,ENS,Ensemble ! (Majorité présidentielle),6513,Ergün,Toparslan,homme,,054-06,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,,
054,Meurthe-et-Moselle,054-06,04,Anthony,BOULOGNE,homme,RN,Rassemblement National,7954,Anthony,Boulogne,homme,,054-06,RN,,https://rassemblementnational.fr/elections-legislatives/,,
054,Meurthe-et-Moselle,054-06,05,Jeanne,AMANN,femme,REC,Reconquête !,,,,,,,,,,,
054,Meurthe-et-Moselle,054-06,06,Xavier,GEHBAUER,homme,DXG,Divers extrême gauche,,,,,,,,,,,
054,Meurthe-et-Moselle,054-06,07,Olivier,HEDIN,homme,DVC,Divers centre,,,,,,,,,,,
054,Meurthe-et-Moselle,054-06,08,Xavier,COUPAYE,homme,ECO,Ecologistes,6512,Xavier,Coupaye,homme,,054-06,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
054,Meurthe-et-Moselle,054-06,09,Caroline,FIAT,femme,FI,La France Insoumise,6511,Caroline,Fiat,femme,checked,054-06,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/CarolineFiat54,
054,Meurthe-et-Moselle,054-06,10,Jonathan,RICHIER,homme,LR,Les Républicains,,,,,,,,,,,
055,Meuse,055-01,01,Bertrand,PANCHER,homme,DVD,Divers droite,9013,Bertrand,Pancher,homme,checked,055-01,Parti radical,,https://www.estrepublicain.fr/elections/2022/05/06/meuse-dans-la-1re-circonscription-le-casting-est-presque-complet,,
055,Meuse,055-01,02,Sandrine,RAFFNER KIEFER,femme,ENS,Ensemble ! (Majorité présidentielle),9308,Sandrine,Raffner Kiefer,femme,,055-01,Horizons/LRM,,https://horizonsleparti.fr/candidats/,,
055,Meuse,055-01,03,Olivier,GUCKERT,homme,SOC,Parti socialiste,9075,Olivier,Guckert,homme,,055-01,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague2_investitures_ps_nupes-5e320d6bcf644544b9b438ff8d1ff285.pdf,,
055,Meuse,055-01,04,Bruno,CAILLE,homme,REG,Régionaliste,,,,,,,,,,,
055,Meuse,055-01,05,Melika,BENSAID,femme,REG,Régionaliste,,,,,,,,,,,
055,Meuse,055-01,06,Sylvie,MARIAGE,femme,DSV,Droite souverainiste,,,,,,,,,,,
055,Meuse,055-01,07,Arnaud,CHAPON,homme,REC,Reconquête !,8339,Arnaud,Chapon,homme,,055-01,Reconquête,,https://twitter.com/ArnaudChapon/status/1524283456091561985,,
055,Meuse,055-01,08,Brigitte,GAUDINEAU,femme,RN,Rassemblement National,7955,Brigitte,Gaudineau,femme,,055-01,RN,,https://rassemblementnational.fr/elections-legislatives/,,
055,Meuse,055-01,09,Nathalie,THIÉBAUT-LAMY,femme,ECO,Ecologistes,6514,Nathalie,Thiebaut-Lamy,femme,,055-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
055,Meuse,055-01,10,Blaise,TYMEN,homme,DXG,Divers extrême gauche,8290,Blaise,Tymen,homme,,055-01,LO,,https://c.estrepublicain.fr/elections/2022/05/12/les-investitures-de-lutte-ouvriere-(lo)-en-lorraine,,
055,Meuse,055-02,01,Michel,MENNESON,homme,REC,Reconquête !,,,,,,,,,,,
055,Meuse,055-02,02,Martin,GALLIC,homme,DVC,Divers centre,,,,,,,,,,,
055,Meuse,055-02,03,Johan,LAFLOTTE,homme,ECO,Ecologistes,6517,Johan,Laflotte,homme,,055-02,EE-LV,,https://www.eelv.fr/files/2022/05/Scenario-Investiture.pdf,https://twitter.com/LaflotteJohan,
055,Meuse,055-02,04,Jean-Luc,DURET,homme,DVC,Divers centre,,,,,,,,,,,
055,Meuse,055-02,05,Florence,GOULET,femme,RN,Rassemblement National,7956,Florence,Goulet,femme,,055-02,RN,,https://rassemblementnational.fr/elections-legislatives/,,
055,Meuse,055-02,06,Pascal,HAROS,homme,DVG,Divers gauche,,,,,,,,,,,
055,Meuse,055-02,07,Jean-Marie,ADDENET,homme,LR,Les Républicains,,,,,,,,,,,
055,Meuse,055-02,08,Nicolas,BEDEL,homme,DSV,Droite souverainiste,,,,,,,,,,,
055,Meuse,055-02,09,Pierre,NORDEMANN,homme,DXG,Divers extrême gauche,8291,Pierre,Nordemann,homme,,055-02,LO,,https://c.estrepublicain.fr/elections/2022/05/12/les-investitures-de-lutte-ouvriere-(lo)-en-lorraine,,
055,Meuse,055-02,10,Anne,BOIS,femme,ENS,Ensemble ! (Majorité présidentielle),,,,,,,,,,,
055,Meuse,055-02,11,Yves,DHYVERT,homme,ECO,Ecologistes,,,,,,,,,,,
055,Meuse,055-02,12,Michel,TESTI,homme,ECO,Ecologistes,6516,Michel,Testi,homme,,055-02,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
056,Morbihan,056-01,01,Anne,LE HÉNANFF,femme,ENS,Ensemble ! (Majorité présidentielle),6522,Anne,Le Hénanff,femme,,056-01,LRM/Horizons,,https://horizonsleparti.fr/candidats/,,
056,Morbihan,056-01,02,Françoise,RAMEL,femme,REG,Régionaliste,8998,Françoise,Ramel,femme,,056-01,UDB,,https://www.udb.bzh/legislatives-2022/,,
056,Morbihan,056-01,03,Magali,CROCI,femme,ECO,Ecologistes,6520,Magali,Croci-Etienne,femme,,056-01,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
056,Morbihan,056-01,04,Lydia Veronique Caroline,LE BARZ,femme,RN,Rassemblement National,7957,Lydia,Lambert,femme,,056-01,RN,,https://rassemblementnational.fr/elections-legislatives/,,
056,Morbihan,056-01,05,Marc,PESCHANSKI,homme,DXG,Divers extrême gauche,8695,Marc,Peschanski,homme,,056-01,LO,,https://www.lutte-ouvriere.org/legislatives,,
056,Morbihan,056-01,06,Franck,CHEVREL,homme,REC,Reconquête !,6521,Franck,Chevrel,homme,,056-01,Reconquête,,https://www.letelegramme.fr/elections/legislatives/morbihan/le-parti-reconquete-sera-present-dans-les-six-circonscriptions-du-morbihan-29-04-2022-13006724.php,,
056,Morbihan,056-01,07,Luc,FOUCAULT,homme,SOC,Parti socialiste,9073,Luc,Foucault,homme,,056-01,PS,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/vague2_investitures_ps_nupes-5e320d6bcf644544b9b438ff8d1ff285.pdf,,
056,Morbihan,056-01,08,Paul,ROBEL,homme,DXG,Divers extrême gauche,,,,,,,,,,,
056,Morbihan,056-01,09,Yann,LE BARAILLEC,homme,DVG,Divers gauche,,,,,,,,,,,
056,Morbihan,056-01,10,Jean-Jacques,PAGE,homme,REG,Régionaliste,9370,Jean-Jacques,Page,homme,,056-01,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
056,Morbihan,056-01,11,François,ARS,homme,LR,Les Républicains,6519,François,Ars,homme,,056-01,LR,,https://republicains.fr/actualites/2022/02/16/decision-de-la-commission-nationale-dinvestiture-7/,,
056,Morbihan,056-01,12,David,CABAS,homme,DSV,Droite souverainiste,,,,,,,,,,,
056,Morbihan,056-01,13,Bertrand,DELÉON,homme,DXG,Divers extrême gauche,,,,,,,,,,,
056,Morbihan,056-01,14,François,MOUSSET,homme,DVD,Divers droite,,,,,,,,,,,
056,Morbihan,056-02,01,Pierre-Léon,LUNEAU,homme,DVC,Divers centre,,,,,,,,,,,
056,Morbihan,056-02,02,Franck Jean Marie,VALLEIN,homme,DVD,Divers droite,,,,,,,,,,,
056,Morbihan,056-02,03,Alexandre,VELLUTINI,homme,DSV,Droite souverainiste,,,,,,,,,,,
056,Morbihan,056-02,04,Rachel,LE BIHAN,femme,DIV,Divers,9424,Rachel,Le Bihan,femme,,056-02,Parti pirate,,https://partipirate.org/map,,
056,Morbihan,056-02,05,Karol,KIRCHNER,homme,FI,La France Insoumise,6528,Karol,Kirchner,femme,,056-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,,
056,Morbihan,056-02,06,Alain,MALARDÉ,homme,REG,Régionaliste,9371,Alain,Malardé,homme,,056-02,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
056,Morbihan,056-02,07,Florence,KAPPELER,femme,REC,Reconquête !,6526,Florence,Kappeler,femme,,056-02,Reconquête,,https://www.letelegramme.fr/elections/legislatives/morbihan/le-parti-reconquete-sera-present-dans-les-six-circonscriptions-du-morbihan-29-04-2022-13006724.php,,
056,Morbihan,056-02,08,Yves,CHEÈRE,homme,DXG,Divers extrême gauche,8696,Yves,Cheère,homme,,056-02,LO,,https://www.lutte-ouvriere.org/legislatives,,
056,Morbihan,056-02,09,Corinne,BRIÈRE,femme,ECO,Ecologistes,6525,Corinne,Brière,femme,,056-02,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
056,Morbihan,056-02,10,Jean-Christophe,CORDAILLAT-DALLARA,homme,REG,Régionaliste,8999,Jean-Christophe,Cordaillat-Dallara,homme,,056-02,UDB,,https://www.udb.bzh/legislatives-2022/,,
056,Morbihan,056-02,11,Joseph,MARTIN,homme,RN,Rassemblement National,7958,Joseph,Martin,homme,,056-02,RN,,https://rassemblementnational.fr/elections-legislatives/,,
056,Morbihan,056-02,12,Jimmy,PAHUN,homme,ENS,Ensemble ! (Majorité présidentielle),6527,Jimmy,Pahun,homme,checked,056-02,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,,
056,Morbihan,056-02,13,Sophie,LEMOULINIER,femme,LR,Les Républicains,6524,Sophie,Lemoulinier,femme,,056-02,LR,,https://republicains.fr/actualites/2022/02/16/decision-de-la-commission-nationale-dinvestiture-7/,,
056,Morbihan,056-03,01,Charlène,COUDÉ,femme,ECO,Ecologistes,6529,Charlène,Coudé,femme,,056-03,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
056,Morbihan,056-03,02,Marie Madeleine,DORE-LUCAS,femme,FI,La France Insoumise,6533,Marie-Madeleine,Doré-Lucas,femme,,056-03,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/mdorelucas,
056,Morbihan,056-03,03,Julie,LEPERT,femme,DXG,Divers extrême gauche,8697,Julie,Lepert,femme,,056-03,LO,,https://www.lutte-ouvriere.org/legislatives,,
056,Morbihan,056-03,04,Benoît,QUÉRO,homme,LR,Les Républicains,6531,Benoît,Quéro,homme,,056-03,LR,,https://republicains.fr/actualites/2022/05/05/decision-de-la-commission-nationale-dinvestiture-8/,,
056,Morbihan,056-03,05,Yoann,LOPEZ,homme,DIV,Divers,,,,,,,,,,,
056,Morbihan,056-03,06,Régis,LE GALL,homme,REC,Reconquête !,6530,Régis,Le Gall,homme,,056-03,Reconquête,,https://www.letelegramme.fr/elections/legislatives/morbihan/le-parti-reconquete-sera-present-dans-les-six-circonscriptions-du-morbihan-29-04-2022-13006724.php,,
056,Morbihan,056-03,07,Julie,CUCINIELLO,femme,DSV,Droite souverainiste,,,,,,,,,,,
056,Morbihan,056-03,08,Pierre-Alexandre,LUGUÉ,homme,REG,Régionaliste,9372,Pierre-Alexandre,Lugué,homme,,056-03,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
056,Morbihan,056-03,09,Lydie,MASSARD,femme,REG,Régionaliste,9000,Lydie,Massard,femme,,056-03,UDB,,https://www.udb.bzh/legislatives-2022/,,
056,Morbihan,056-03,10,Alice,GOHIN,femme,RN,Rassemblement National,7959,Alissa,Gohin,femme,,056-03,RN,,https://rassemblementnational.fr/elections-legislatives/,,
056,Morbihan,056-03,11,Lionel Guy Marie,EPAILLARD,homme,ECO,Ecologistes,,,,,,,,,,,
056,Morbihan,056-03,12,Nicole,LE PEIH,femme,ENS,Ensemble ! (Majorité présidentielle),6532,Nicole,Le Peih,femme,checked,056-03,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,,
056,Morbihan,056-04,01,Lhea,LE FLECHER,femme,COM,Parti communiste français,9039,Lhéa Le,Flecher,femme,,056-04,PCF,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/tableau-circos-pcf-accord-nupes-7397ac805b5f4340a7ae16bd3c875949.pdf,,
056,Morbihan,056-04,02,Khaled,MAMAR,homme,ECO,Ecologistes,,,,,,,,,,,
056,Morbihan,056-04,03,Isabelle,DECUYPERE,femme,DSV,Droite souverainiste,,,,,,,,,,,
056,Morbihan,056-04,04,Paul,MOLAC,homme,REG,Régionaliste,8191,Paul,Molac,homme,checked,056-04,,,https://actu.fr/bretagne/ploermel_56165/legislatives-2022-paul-molac-repart-sans-etiquette-sur-la-4e-circonscription-du-morbihan_50715772.html,https://twitter.com/paul_molac,
056,Morbihan,056-04,05,Louise,TONYE,femme,ECO,Ecologistes,,,,,,,,,,,
056,Morbihan,056-04,06,Béatrice,LAIGRE,femme,REG,Régionaliste,9373,Beatrice,Laigre,femme,,056-04,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
056,Morbihan,056-04,07,Béatrice,MARIN,femme,ECO,Ecologistes,6534,Béatrice,Marin,femme,,056-04,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
056,Morbihan,056-04,08,Sophie,REGNIER,femme,REC,Reconquête !,6535,Sophie,Régnier,femme,,056-04,Reconquête,,https://www.letelegramme.fr/elections/legislatives/morbihan/le-parti-reconquete-sera-present-dans-les-six-circonscriptions-du-morbihan-29-04-2022-13006724.php,https://twitter.com/SophieRgnier1,
056,Morbihan,056-04,09,Rozenn,GUEGAN,femme,ENS,Ensemble ! (Majorité présidentielle),6536,Rozenn,Guégan,femme,,056-04,LRM/Horizons,,https://horizonsleparti.fr/candidats/,,
056,Morbihan,056-04,10,Jean-Marc,CLODIC,homme,DVG,Divers gauche,,,,,,,,,,,
056,Morbihan,056-04,11,Florent,DE KERSAUSON,homme,RN,Rassemblement National,7960,Florent,De Kersauzon,homme,,056-04,RN,,https://rassemblementnational.fr/elections-legislatives/,,
056,Morbihan,056-04,12,Patrice,CRUNIL,homme,DXG,Divers extrême gauche,8698,Patrice,Crunil,homme,,056-04,LO,,https://www.lutte-ouvriere.org/legislatives,,
056,Morbihan,056-04,13,Maria,LOURO,femme,UDI,Union des Démocrates et des Indépendants,,,,,,,,,,,
056,Morbihan,056-05,01,Blandine,PIERRON,femme,DXG,Divers extrême gauche,8699,Blandine,Pierron,femme,,056-05,LO,,https://www.lutte-ouvriere.org/legislatives,,
056,Morbihan,056-05,02,Ronan,LOAS,homme,DVD,Divers droite,,,,,,,,,,,
056,Morbihan,056-05,03,Jean-Louis,QUESTIAUX,homme,REG,Régionaliste,9374,Jean-Louis,Questiaux,homme,,056-05,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
056,Morbihan,056-05,04,Ghislaine,PAOLI,femme,ECO,Ecologistes,6537,Ghislaine,Paoli,femme,,056-05,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
056,Morbihan,056-05,05,David,MEGEL,homme,RN,Rassemblement National,7961,David,Megel,homme,,056-05,RN,,https://rassemblementnational.fr/elections-legislatives/,,
056,Morbihan,056-05,06,Damien,GIRARD,homme,ECO,Ecologistes,6539,Damien,Girard,homme,,056-05,EE-LV,,https://www.eelv.fr/files/2022/05/Scenario-Investiture.pdf,https://twitter.com/dagodag,
056,Morbihan,056-05,07,Lysiane,MÉTAYER,femme,ENS,Ensemble ! (Majorité présidentielle),6540,Lysiane,Metayer-Noël,femme,,056-05,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,,
056,Morbihan,056-05,08,Thibault,PERRIN,homme,REC,Reconquête !,6538,Thibault,Perrin,homme,,056-05,Reconquête,,https://www.letelegramme.fr/elections/legislatives/morbihan/le-parti-reconquete-sera-present-dans-les-six-circonscriptions-du-morbihan-29-04-2022-13006724.php,,
056,Morbihan,056-05,09,Gael,BRIAND,homme,REG,Régionaliste,9001,Gael,Briand,homme,,056-05,UDB,,https://www.udb.bzh/legislatives-2022/,,
056,Morbihan,056-06,01,Christelle,ROSCONVAL,femme,REG,Régionaliste,9375,Christelle,Rosconval,femme,,056-06,Parti Breton,,https://partibreton.bzh/le-parti-breton-presente-34-candidats-aux-legislatives-en-bretagne/,,
056,Morbihan,056-06,02,Guillaume,KIEFER,homme,LR,Les Républicains,6541,Guillaume,Kiefer,homme,,056-06,LR,,https://republicains.fr/actualites/2022/02/16/decision-de-la-commission-nationale-dinvestiture-7/,,
056,Morbihan,056-06,03,Anne,BERNARD,femme,REC,Reconquête !,6543,Anne,Bernard,femme,,056-06,Reconquête,,https://www.letelegramme.fr/elections/legislatives/morbihan/le-parti-reconquete-sera-present-dans-les-six-circonscriptions-du-morbihan-29-04-2022-13006724.php,,
056,Morbihan,056-06,04,Jean-Michel,BAUDRY,homme,DXG,Divers extrême gauche,6545,Jean-Michel,Baudry,homme,,056-06,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,,
056,Morbihan,056-06,05,Kelig,LAGREE,femme,DXG,Divers extrême gauche,8700,Kelig,Lagree,femme,,056-06,LO,,https://www.lutte-ouvriere.org/legislatives,,
056,Morbihan,056-06,06,Olivier,HUGUET,homme,DVD,Divers droite,,,,,,,,,,,
056,Morbihan,056-06,07,Matilda,PARRAT,femme,ECO,Ecologistes,6542,Matilda,Parrat,femme,,056-06,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
056,Morbihan,056-06,08,Kahina,NAÏT-KACI,femme,UDI,Union des Démocrates et des Indépendants,,,,,,,,,,,
056,Morbihan,056-06,09,Valère,CHARLERY,homme,DSV,Droite souverainiste,,,,,,,,,,,
056,Morbihan,056-06,10,Tiphaine,SIRET,femme,REG,Régionaliste,9002,Tiphaine,Siret,femme,,056-06,UDB,,https://www.udb.bzh/legislatives-2022/,,
056,Morbihan,056-06,11,Jean-Michel,JACQUES,homme,ENS,Ensemble ! (Majorité présidentielle),6544,Jean-Michel,Jacques,homme,checked,056-06,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,,
056,Morbihan,056-06,12,Aurélie,LE GOFF,femme,RN,Rassemblement National,7962,Aurélie,Le Goff,femme,,056-06,RN,,https://rassemblementnational.fr/elections-legislatives/,,
057,Moselle,057-01,01,Abderrahemane,BOUHENNA,homme,DVG,Divers gauche,,,,,,,,,,,
057,Moselle,057-01,02,Malou,KUNTZ,femme,LR,Les Républicains,6546,Marie-Louise,Kuntz,femme,,057-01,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,,
057,Moselle,057-01,03,Camal,KADRI,homme,ECO,Ecologistes,,,,,,,,,,,
057,Moselle,057-01,04,Jessy,FRICHETEAU,femme,DVG,Divers gauche,,,,,,,,,,,
057,Moselle,057-01,05,Esther,LEICK,femme,FI,La France Insoumise,6547,Esther,Leick,femme,,057-01,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,,
057,Moselle,057-01,06,Grégoire,LALOUX,homme,RN,Rassemblement National,7963,Grégoire,Laloux,homme,,057-01,RN,,https://rassemblementnational.fr/elections-legislatives/,,
057,Moselle,057-01,07,Christèle,ROUSSE,femme,DSV,Droite souverainiste,,,,,,,,,,,
057,Moselle,057-01,08,Belkhir,BELHADDAD,homme,ENS,Ensemble ! (Majorité présidentielle),6548,Belkhir,Belhaddad,homme,checked,057-01,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,,
057,Moselle,057-01,09,Didier,GEORGET,homme,DXG,Divers extrême gauche,8292,Didier,Georget,homme,,057-01,LO,,https://c.estrepublicain.fr/elections/2022/05/12/les-investitures-de-lutte-ouvriere-(lo)-en-lorraine,,
057,Moselle,057-01,10,Yoan,HADADI,homme,DVG,Divers gauche,,,,,,,,,,,
057,Moselle,057-01,11,Rebecca,KONARSKI,femme,REC,Reconquête !,,,,,,,,,,,
057,Moselle,057-02,01,Mario,RINALDI,homme,DXG,Divers extrême gauche,8293,Mario,Rinaldi,homme,,057-02,LO,,https://c.estrepublicain.fr/elections/2022/05/12/les-investitures-de-lutte-ouvriere-(lo)-en-lorraine,,
057,Moselle,057-02,02,Aurélie,CONTAL,femme,ECO,Ecologistes,,,,,,,,,,,
057,Moselle,057-02,03,Olivier,BAUCHAT,homme,RN,Rassemblement National,7964,Olivier,Bauchat,homme,,057-02,RN,,https://rassemblementnational.fr/elections-legislatives/,,
057,Moselle,057-02,04,Jean-Jacques,KURTH,homme,DVG,Divers gauche,,,,,,,,,,,
057,Moselle,057-02,05,Lisa,LAHORE,femme,FI,La France Insoumise,6550,Lisa,Lahore,femme,,057-02,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,https://twitter.com/LisaLahore,
057,Moselle,057-02,06,Quentin,TEIXEIRA,homme,ECO,Ecologistes,6551,Quentin,Teixeira,homme,,057-02,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
057,Moselle,057-02,07,Sandrine,SAID,femme,DIV,Divers,,,,,,,,,,,
057,Moselle,057-02,08,Nadia,EL BARNOUSSI,femme,DVG,Divers gauche,,,,,,,,,,,
057,Moselle,057-02,09,Raphaël,PITTI,homme,DVG,Divers gauche,,,,,,,,,,,
057,Moselle,057-02,10,Ludovic,MENDES,homme,ENS,Ensemble ! (Majorité présidentielle),6552,Ludovic,Mendes,homme,checked,057-02,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,,
057,Moselle,057-02,11,Thierry,HORY,homme,LR,Les Républicains,6549,Thierry,Hory,homme,,057-02,LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,,
057,Moselle,057-02,12,Jean-François,JACQUES,homme,DSV,Droite souverainiste,,,,,,,,,,,
057,Moselle,057-02,13,Martine,MAUSER,femme,REC,Reconquête !,,,,,,,,,,,
057,Moselle,057-03,01,Anne-Catherine,LEUCART,femme,DVC,Divers centre,8356,Anne-Catherine,Leucart,femme,,057-03,Parti radical,,https://www.republicain-lorrain.fr/elections/2022/04/17/anne-catherine-leucart-candidate-aux-legislatives-si-je-fais-3-je-suis-contente,,
057,Moselle,057-03,02,Marie-Jo,ZIMMERMANN,femme,DVC,Divers centre,,,,,,,,,,,
057,Moselle,057-03,03,Marie Jeanne,BECHT,femme,DXG,Divers extrême gauche,,,,,,,,,,,
057,Moselle,057-03,04,Christian,BEMER,homme,REC,Reconquête !,,,,,,,,,,,
057,Moselle,057-03,05,Charlotte,LEDUC,femme,FI,La France Insoumise,6555,Charlotte,Leduc,femme,,057-03,LFI,,https://lafranceinsoumise.fr/2022/05/10/elections-legislatives-2022-la-france-insoumise-investit-ses-candidat-de-la-nouvelle-union-populaire-ecologique-et-sociale/,,
057,Moselle,057-03,06,Eric,GULINO,homme,DVG,Divers gauche,,,,,,,,,,,
057,Moselle,057-03,07,Roxane,JURION,femme,ECO,Ecologistes,6554,Roxane,Jurion,femme,,057-03,Parti animaliste,,https://parti-animaliste.fr/legislatives2022,,
057,Moselle,057-03,08,Nathalie,COLIN-OESTERLÉ,femme,LR,Les Républicains,6553,Nathalie,Colin-Oesterlé,femme,,057-03,Les Centristes/LR,,https://republicains.fr/actualites/2021/12/09/decision-de-la-commission-nationale-dinvestiture-3/,,
057,Moselle,057-03,09,Richard,LIOGER,homme,ENS,Ensemble ! (Majorité présidentielle),6556,Richard,Lioger,homme,checked,057-03,LRM,,https://www.contexte.com/medias/pdf/medias-documents/2022/5/investis_vague3-ddef82222c9a44b0b69d459d788e9dec.pdf,,
